,Real Name,Birthplace,Date of Birth,wrestler_name,Weight and Height,Debut,Date of Death,Height,Weight
14052,Ryuji Ezaki,"Tokyo, Tokyo (Japan)",9th May 1972 (age 49),Ryuji Walter,204 lbs. (93 kg) at 5'8'' (1.73 m),1997,,,
14054,Yuta Yoshikawa,"Noda, Chiba (Japan)",21st February 1981 (age 41),Yuta Yoshikawa,165 lbs. (75 kg) at 5'7'' (1.70 m),27th May 2005 (16 years ago),,,
14055,unknown,"Tokyo, Tokyo (Japan)",9th May 1987 (age 34),Chihiro Oikawa ,143 lbs. (65 kg) at 5'2'' (1.57 m),17th February 2008 (14 years ago),,,
14056,Yujiro Yamamoto,Japan,,Yujiro Yamamoto,,7th October 2007 (14 years ago),,,160 lbs. (73 kg)
14057,unknown,"Tokyo, Tokyo (Japan)",8th September 1977 (age 44),Hisamaru Tajima,210 lbs. (95 kg) at 5'10'' (1.78 m),12th May 2002 (19 years ago),,,
14058,Jack Dillon,Tennessee (United States of America),14th October 1912,Black Jack Dillon,240 lbs. (109 kg) at 6'3'' (1.91 m),,1st January 1990,,
14059,Joe Kopecky,"Oakland, Texas (United States of America)",20th December 1893,Joe Kopecky,,,26th September 1973,,
14060,Brian Stephen Howser,"Baltimore, Maryland (United States of America)",8th February 1975,Shane Shamrock,220 lbs. (100 kg) at 5'11'' (1.80 m),,18th August 1998,,
14061,August John Schönlein,,25th December 1883,Americus,210 lbs. (95 kg) at 5'10'' (1.78 m),,17th July 1958,,
14062,unknown,,,Carl Nelson,,,,,
14063,unknown,,,Lynn Adams,,,,,
14064,unknown,,,Denny Alberts,,,,,
14065,Lawrence Liger,Georgetown (Guyana),,Great Malumba ,,,,,
14066,Jerry Dale Barber,"Ridgely, Tennessee (United States of America)",24th July 1946 (age 75),Jerry Barber,,,,,
14067,unknown,,,Fred Baron,,,,,
14069,Jim Rafferty,Alberta (Canada),,BiPolar,,,,,
14070,unknown,,,Black Feather,,,,,
14071,Roger Lynn Tomlin,Oklahoma (United States of America),13th May 1940,Little Boy Blue,,,4th November 1997,,
14072,Josephine Boatcallie,"Houston, Texas (United States of America)",7th February 1934,Ruth Boatcallie ,,,20th May 2015,,
14073,unknown,,,Rémy Bayle,,,,,
14074,unknown,,,Pat Brady,,,,,
14075,unknown,Johannesburg (South Africa),3rd March 1965,Danie Brits,235 lbs. (107 kg) at 6'0'' (1.83 m),1983,3rd September 2020,,
14076,unknown,,,Crazy Brooks,238 lbs. (108 kg) at 6'0'' (1.83 m),,,,
14077,unknown,,,Penny Brooks ,,,,,
14078,unknown,,,Sharon Brooks ,,,,,
14079,unknown,"Scituate, Massachusetts (United States of America)",31st August ???,Brittany Brown ,160 lbs. (73 kg) at 6'1'' (1.85 m),??th July 1986,,,
14080,unknown,,,George Bunka,,,,,
14081,Richard Byrne,"Malden, Massachusetts (United States of America)",1950,Richard Byrne,,,4th September 2012,,
14082,Joe Wickline,"St. Petersburg, Florida (United States of America)",23rd October 1959 (age 62),Psycho Capone,,,,,
14083,unknown,,,Gino Carabello,,,,,
14084,unknown,,,Linda Carroll ,,,,,
14085,Donald Wayne Carson,"Charlotte, North Carolina (United States of America)",4th February 1967,Don Carson,,,19th December 2014,,
14086,unknown,,,Cheechuck,,,,,
14087,unknown,,,Baby Cheryl ,,,,,
14088,unknown,"Nihonmatsu, Fukushima (Japan)",8th July 1988 (age 33),Akifumi Saito,174 lbs. (79 kg) at 5'11'' (1.80 m),21st September 2007 (14 years ago),,,
14089,unknown,Japan,20th August 1986 (age 35),Hayato Mashita,176 lbs. (80 kg) at 5'11'' (1.80 m),21st September 2007 (14 years ago),,,
14090,Kozo Urita,,30th October 1974 (age 47), Tiger Shark,190 lbs. (86 kg) at 5'10'' (1.78 m),31st May 2003 (18 years ago),,,
14091,unknown,,,Curly Moe,,,,,
14092,unknown,"Windsor, Ontario (Canada)",,Bill Curry,208 lbs. (94 kg) at 6'1'' (1.85 m),,,,
14095,Marcel Hull,,,Conchita Pons ,,,24th December 1982,,
14096,Janet Boyer,"Orr, Minnesota (United States of America)",1933,Janet Wolfe,120 lbs. (54 kg) at 5'3'' (1.60 m),??th June 1951,28th July 1951,,
14097,unknown,,,Brenda Scott ,,,,,
14098,unknown,,,Mary Reynolds ,,,,,
14099,Gladys Reynolds ,"Belpre, Ohio (United States of America)",29th October 1938,Lola LaRay ,120 lbs. (54 kg) at 5'7'' (1.70 m),1954,2nd September 2018,,
14100,Karen Kellogg,"Charles City, Iowa (United States of America)",6th January 1942,Karen Kellogg ,,,10th February 2016,,
14103,Masaki Ikeda,Japan,1984,Masaki Ikeda,,30th November 2008 (13 years ago),,,
14106,Shigeru Takagi,Japan,14th November 1979 (age 42),SHIGERU,160 lbs. (73 kg) at 5'5'' (1.65 m),18th March 1996 (25 years ago),,,
14108,unknown,Japan,1978,Takeshi Miyamoto,183 lbs. (83 kg) at 6'0'' (1.83 m),7th June 2008 (13 years ago),,,
14109,unknown,Canada,,Moohammed,,26th August 2005 (16 years ago),,5'11'' (1.80 m),
14111,unknown,"Thamesville, Ontario (Canada)",??th October 1983,Jayson Chambers,170 lbs. (77 kg) at 5'10'' (1.78 m),,,,
14114,unknown,"Beverly Hills, California (United States of America)",,Linda Dallas ,110 lbs. (50 kg) at 5'5'' (1.65 m),1984,,,
14115,Dave Windoloski,,,Dave Darrow,,,,,
14116,unknown,,,Ace Davidson,,,,,
14117,unknown,,,Cheryl Day ,,,,,
14118,unknown,,,Donna Day ,,,,,
14120,unknown,,,Mary DeLeon ,,,,,
14121,unknown,,,Diabolis,,,,,
14122,Charles Medford,,1945,Buddy Diamond,,,4th May 2012,,
14123,Donald G. Cox Jr.,"Chicago, Illinois (United States of America)",4th July 1957 (age 64),Don Diamond,,,,,
14124,Frederick Thomas Wright,"Wellington, Wellington (New Zealand)",13th October 1918,Fred Wright,,,XXXX,,
14125,Brian Donahue,"Quincy, Massachusetts (United States of America)",5th August 1962 (age 59),Brian Donahue,280 lbs. (127 kg) at 6'4'' (1.93 m),,,,
14126,unknown,,,Gerard Dugas,,,,,
14127,unknown,,,Lucille Dupree ,,,,,
14129,Rafael Durán Carrillo,Ciudad de México (Mexico),24th October 1908,Ray Durán,,,6th August 1984,5'7'' (1.70 m),
14130,John Harrison Elliott,"Shreveport, Louisiana (United States of America)",17th August 1904,Harry Elliott,,,25th June 2006,,
14131,unknown,,,Grizzly Evans,,,,,
14132,unknown,,,Dan Ferris,,,,,
14133,unknown,Japan,,CROWZER,,7th September 2007 (14 years ago),,,
14134,Hipolito Cruz Figueroa,Puerto Rico,14th December 1941,Paul Figueroa,,,2nd March 2012,,
14135,Frank G. Finnegan,"Wilmington, Delaware (United States of America)",17th July 1969,Frank Finnegan,464 lbs. (210 kg) at 6'7'' (2.01 m),??th September 1992,21st January 2016,,
14136,unknown,Japan,26th April 1984 (age 37),Kenta Kosugi,229 lbs. (104 kg) at 5'10'' (1.78 m),7th March 2004 (18 years ago),,,
14137,unknown,,,Jill Fontaine ,,,,,
14139,unknown,,,Joyce Ford ,,,,,
14140,Tomoya Shibayama,"Ichinomiya, Aichi (Japan)",15th April 1980 (age 41),Takaya Shibayama,190 lbs. (86 kg) at 5'8'' (1.73 m),16th March 2003 (18 years ago),,,
14141,Daisaku Shimoda,Tokyo (Japan),2nd October 1977 (age 44),Daisaku Shimoda,225 lbs. (102 kg) at 5'11'' (1.80 m),16th December 1998 (23 years ago),,,
14142,unknown,,,Red Flame ,125 lbs. (57 kg) at 5'5'' (1.65 m),,,,
14143,unknown,,,John Furr,,,,,
14145,Takahiro Oba,"Saitama, Saitama (Japan)",14th August 1976 (age 45),Takahiro Oba,198 lbs. (90 kg) at 5'10'' (1.78 m),5th July 2001 (20 years ago),,,
14146,Kyosuke Sasaki,"Uwajima, Ehime (Japan)",17th October 1979 (age 42),Hitamaru Sasaki,181 lbs. (82 kg) at 5'7'' (1.70 m),13th May 2001 (20 years ago),,,
14147,Hajime Moriyama,"Kawasaki, Kanagawa (Japan)",30th September 1978 (age 43),Hajime Moriyama,181 lbs. (82 kg) at 5'8'' (1.73 m),8th December 2002 (19 years ago),,,
14149,unknown,"Chigasaki, Kanagawa (Japan)",23rd August 1968 (age 53),The Crazy SKB,,13th December 2003 (18 years ago),,,
14150,unknown,Japan,,Dynasty,,6th June 2008 (13 years ago),,,
14151,Kenji Konaka,Japan,30th August 1981 (age 40),Konaka = Pehlwan,140 lbs. (64 kg) at 5'7'' (1.70 m),23rd August 2003 (18 years ago),,,
14152,Daisuke Shimada,Hokkaido (Japan),28th November 1975 (age 46),Senpai,,,,,
14153,Masayoshi Umezawa,"Tokyo, Tokyo (Japan)",7th June 1979 (age 42),Kikujiro Umezawa,230 lbs. (104 kg) at 5'8'' (1.73 m),28th June 2003 (18 years ago),,,
14154,Yuji Kito,"Komaki, Aichi (Japan)",2nd May 1976 (age 45),Takuya Kito,198 lbs. (90 kg) at 5'10'' (1.78 m),10th April 1994 (27 years ago),,,
14155,unknown,"Nagoya, Aichi (Japan)",28th February 1978 (age 44),Ito Nemoto,231 lbs. (105 kg) at 5'9'' (1.75 m),21st February 1999 (23 years ago),,,
14156,Nobuhiko Kado,Japan,1st August 1967 (age 54),Nobuhiko Kado,238 lbs. (108 kg) at 6'1'' (1.85 m),11th December 2002 (19 years ago),,,
14157,unknown,"Halifax, Nova Scotia (Canada)",15th August 1987 (age 34),Sexton Phoenix,215 lbs. (98 kg) at 6'0'' (1.83 m),20th May 2006 (15 years ago),,,
14158,unknown,"Dartmouth, Nova Scotia (Canada)",23rd April 1986 (age 35),Jamie Hamilton,160 lbs. (73 kg) at 5'7'' (1.70 m),,,,
14159,Noriyuki Tanigami,"Nagoya, Aichi (Japan)",23rd February 1985 (age 37),Ryu Kamiya,170 lbs. (77 kg) at 5'7'' (1.70 m),23rd March 2008 (13 years ago),,,
14160,unknown,Japan,27th August 1976 (age 45),Super*PanDo,176 lbs. (80 kg) at 5'5'' (1.65 m),22nd June 2003 (18 years ago),,,
14161,unknown,Aichi (Japan),14th August 1980 (age 41),Taro Toyotomi,220 lbs. (100 kg) at 5'9'' (1.75 m),,,,
14162,Yuichi Fukaya,Aichi (Japan),15th April 1970 (age 51),Yuichi Fukaya,243 lbs. (110 kg) at 6'0'' (1.83 m),18th March 1994 (27 years ago),,,
14163,unknown,,,George Gaiser,,,,,
14164,Edward J. Gantner,,4th February 1959,Ed Gantner,,,31st December 1990,,
14165,unknown,,,Sterling Gaylord,,,,,
14166,unknown,"Niagara Falls, New York (United States of America)",23rd May 1982 (age 39),Johnny Adams,230 lbs. (104 kg) at 6'1'' (1.85 m),2000,,,
14167,Barry Welsh,"Vancouver, British Columbia (Canada)",20th January 1986 (age 36),Barry Goode,208 lbs. (94 kg) at 5'10'' (1.78 m),15th July 2006 (15 years ago),,,
14168,unknown,"Hiroshima, Hiroshima (Japan)",,GUNSO,183 lbs. (83 kg) at 5'8'' (1.73 m),,,,
14169,unknown,"Yanai, Yamaguchi (Japan)",,Sakigake,176 lbs. (80 kg) at 5'5'' (1.65 m),,,,
14170,unknown,Japan,,Mighty Guy AKIRA,,23rd March 2008 (13 years ago),,,
14171,unknown,Pennsylvania (United States of America),,KABUKI KID,,11th October 2003 (18 years ago),,,180 lbs. (82 kg)
14172,Jiro Kumagai,"Hiroshima, Hiroshima (Japan)",,Rey Paloma,148 lbs. (67 kg) at 5'3'' (1.60 m),,,,
14175,unknown,Japan,10th August 1988 (age 33),Shota,,19th April 2008 (13 years ago),,,
14176,unknown,Japan,,Tengu Takeshi,,2004,,,
14177,Toshihiro Sueyoshi,"Ashikaga, Tochigi (Japan)",25th February 1981 (age 41),Toshihiro Sueyoshi,192 lbs. (87 kg) at 5'9'' (1.75 m),14th December 2003 (18 years ago),,,
14178,Hiroyuki Kondo,"Ebetsu, Hokkaido (Japan)",27th May ???,Hiroyuki Kondo,187 lbs. (85 kg) at 5'9'' (1.75 m),16th September 2001 (20 years ago),,,
14179,Bonita Vasquez,,31st May 1919,Princess Bonita,,,28th February 2014,,
14180,unknown,Nova Scotia (Canada),,Johnny Scotia Soul,213 lbs. (97 kg) at 5'11'' (1.80 m),24th April 2003 (18 years ago),,,
14181,Joseph Alvin Godfrey,"Malden, Massachusetts (United States of America)",24th July 1913,Rufus Jones,,,17th November 1951,,
14182,unknown,Japan,16th October 1982 (age 39),TA*KU,,16th September 2001 (20 years ago),,,
14183,unknown,"Fukuoka, Fukuoka (Japan)",2nd April 1980 (age 41),KING,216 lbs. (98 kg) at 5'10'' (1.78 m),,,,
14184,unknown,Fukuoka (Japan),,Azul Dragon,,,,,
14185,unknown,"Oita, Oita (Japan)",,Skull Reaper A-ji,209 lbs. (95 kg) at 6'0'' (1.83 m),,,,
14186,Kazunori Yoshida,"Oyama, Tochigi (Japan)",26th April 1971 (age 50),Kazunori Yoshida,165 lbs. (75 kg) at 5'10'' (1.78 m),13th July 1991 (30 years ago),,,
14187,unknown,,,Kid Kopeland,215 lbs. (98 kg) at 6'0'' (1.83 m),18th April 2000 (21 years ago),,,
14188,unknown,"Tokyo, Tokyo (Japan)",18th June 1986 (age 35),Kunio Sumiyoshi,187 lbs. (85 kg) at 5'7'' (1.70 m),,,,
14189,unknown,Japan,,244,,,,,
14190,unknown,,,Shini Futagami Shucho,,,,,
14191,Yushi Miyazaki,Japan,10th August 1981 (age 40),The ZACK,192 lbs. (87 kg) at 5'7'' (1.70 m),??th March 1997,,,
14192,Satoshi Nomura,"Tokyo, Tokyo (Japan)",5th November 1967 (age 54),Satoshi Nomura,165 lbs. (75 kg) at 5'9'' (1.75 m),5th February 2006 (16 years ago),,,
14193,Makoto Kato,"Ichinoseki, Iwate (Japan)",1st October 1976 (age 45),Makoto Kato,154 lbs. (70 kg) at 5'9'' (1.75 m),7th October 1996 (25 years ago),,,
14194,Hiroshi Watanabe,"Yokohama, Kanagawa (Japan)",19th November 1970 (age 51),Hiroshi Watanabe,165 lbs. (75 kg) at 5'5'' (1.65 m),4th September 1994 (27 years ago),,,
14195,Kazuhiko Matsuzaki,"Kawasaki, Kanagawa (Japan)",18th February 1969 (age 53),Kazuhiko Matsuzaki,225 lbs. (102 kg) at 5'10'' (1.78 m),,,,
14196,Mitsuru Ono,Ehime (Japan),6th June 1966 (age 55),326,,,,,
14197,unknown,Japan,,Lemon Sonoyama,,8th July 2007 (14 years ago),,,
14198,unknown,Japan,,JOM Taro,,,,,
14199,unknown,,,Pink Tiger,,,,,
14200,unknown,"Sakura, Chiba (Japan)",25th February 1976 (age 46),ZIPANGU,154 lbs. (70 kg) at 5'7'' (1.70 m),18th August 1991 (30 years ago),,,
14201,unknown,"Fukuyama, Hiroshima (Japan)",4th October 1966 (age 55),Kancho Nagase,155 lbs. (70 kg) at 5'5'' (1.65 m),19th February 1995 (27 years ago),,,
14203,Tsunehito Naito,"Katori, Chiba (Japan)",5th December 1965 (age 56),Tsunehito Naito,200 lbs. (91 kg) at 5'10'' (1.78 m),24th September 1988 (33 years ago),,,
14204,unknown,"Sakado, Saitama (Japan)",20th December 1975 (age 46),Bungy Takada,220 lbs. (100 kg) at 5'10'' (1.78 m),15th February 1992 (30 years ago),,,
14205,Hideyuki Takahashi,Miyagi (Japan),6th June 1965 (age 56),Crusher Takahashi,244 lbs. (111 kg) at 5'11'' (1.80 m),,,,
14207,Yuka Nakamura,"Ichikawa, Chiba (Japan)",26th December 1979 (age 42),Yuka Nakamura ,119 lbs. (54 kg) at 5'1'' (1.55 m),16th August 1998 (23 years ago),,,
14208,Chiharu Ono,"Tokyo, Tokyo (Japan)",12th April 1979 (age 42),Chiharu ,118 lbs. (54 kg) at 5'3'' (1.60 m),5th February 1997 (25 years ago),,,
14209,Yuka Shiina,"Saitama, Saitama (Japan)",15th December 1971 (age 50),Yuka Shiina ,137 lbs. (62 kg) at 5'3'' (1.60 m),19th November 1992 (29 years ago),,,
14210,Erika Akita,"Kitami, Hokkaido (Japan)",28th April 1978,Erika Watanabe ,137 lbs. (62 kg) at 5'2'' (1.57 m),23rd January 1998 (24 years ago),??th April 2018,,
14211,unknown,"Chigasaki, Kanagawa (Japan)",3rd September 1978 (age 43),Hideo Toda,225 lbs. (102 kg) at 6'0'' (1.83 m),,,,
14213,unknown,,,Chico Gracia,,,,,
14214,unknown,"Kasukabe, Saitama (Japan)",3rd January 1981 (age 41),GUTS Ishijima,243 lbs. (110 kg) at 5'9'' (1.75 m),2004,,,
14219,Jack Laskin,"Hamilton, Ontario (Canada)",13th March 1929,Jack Laskin,,,28th November 2010,,
14220,unknown,,,Cat Larue,,,,,
14221,unknown,,,Maurice LaPointe,,,,,
14222,John Land,"Barnsley, South Yorkshire, England (United Kingdom)",1st April 1930,Karl von Kramer,,,30th June 2015,,
14223,Zivko P. Kovacic,Zagreb (Croatia),30th September 1937 (age 84),Zivko Kovacic,220 lbs. (100 kg) at 6'0'' (1.83 m),,,,
14224,Mike Koncur,,24th April 1933,Mike Koncur,230 lbs. (104 kg) at 5'9'' (1.75 m),,20th March 2006,,
14225,unknown,,,Komatose,,,,,
14226,unknown,,,Linda Klein ,,,,,
14227,Alexander Karasick,Babruysk (Belarus),24th June 1890,Al Karasick,170 lbs. (77 kg) at 5'7'' (1.70 m),,24th May 1965,,
14228,unknown,,,Roman Kable,,,,,
14229,unknown,,,Sharon Joy ,,,,,
14230,unknown,,,J.J. Jerkyll,,,,,
14231,Frances E. Gravette,"Medicine Hat, Alberta (Canada)",24th March 1938,Fran Gravette ,,,16th February 2016,,
14232,unknown,,,Louise Green ,,,,,
14233,unknown,,,Emil Grenier,,,,,
14234,Ann Miriam Campbell,Georgia (United States of America),30th July 1936,Ann Gunkel,,,16th February 1987,,
14235,unknown,,,Gypsy Rose ,,,,,
14236,Lenwood Hamilton,"Norristown, Pennsylvania (United States of America)",,Hardrock Hamilton,380 lbs. (172 kg) at 6'5'' (1.96 m),,,,
14237,unknown,,,Bob Harmes,,,,,
14238,Steve Buckley,Canada,,Steve Hart,,,,,
14239,unknown,,13th July ???,Sonny Boy Hayes,,,,,
14240,unknown,"Minneapolis, Minnesota (United States of America)",,Jesse Hennig,216 lbs. (98 kg) at 5'10'' (1.78 m),??th June 1994,,,
14241,unknown,,,Charlie Hoover,,,,,
14242,unknown,"Edmonton, Alberta (Canada)",,Evan Inferno,,,,,
14243,unknown,,,Irish Leprechaun,,,,,
14244,unknown,"Cleveland, Ohio (United States of America)",28th June 1925 (age 96),Buddy Jackson,,,,,
14245,Justin Bower-Smyth,British Columbia (Canada),,Ja Jacobe,,,,,
14246,unknown,,,Jamaica Kid,,,,,
14247,unknown,,,Japanese Pool Boy,,,,,
14248,unknown,,,King Lau,,,,,
14249,unknown,"Toronto, Ontario (Canada)",,Marie LaVeau ,93 lbs. (42 kg) at 3'6'' (1.07 m),,,,
14251,unknown,,,Christopher Ryseck,,,,,
14252,unknown,,,Andy Nault,,,,,
14254,unknown,,,Andre Moreau,,,,,
14255,unknown,,,Crystal Monroe,,,,,
14256,unknown,,,Mars Monroe ,,,,,
14257,unknown,,,Million Dollar Baby,,,,,
14258,unknown,,,Todd McPhee,,,,,
14260,unknown,,,Scrappy McGowan,,,,,
14261,unknown,Canada,,Tom McDonald,,,,,
14262,unknown,,,Madman Martin,,,,,
14263,unknown,,,Olga Martinez ,,,18th May 2020,,
14264,unknown,,,Cindy Majors,,,,,
14265,unknown,,,Farmer McGruder,,,,,
14266,unknown,,,Doug Lunney,,,,,
14267,unknown,,,Rick Link,,1976,,,
14268,unknown,,,Laramie Lexow,,,,,
14269,unknown,,,Damon Scythe,,,,,
14270,unknown,,,Ritchie Magnett,,,,,
14271,unknown,,,Jane OBrien ,,,,,
14272,unknown,,,Kathy O'Day ,,,,,
14273,Wojciech Reszko,Poland,30th October 1956 (age 65),Wojtek Polanski,271 lbs. (123 kg) at 6'4'' (1.93 m),1988,,,
14274,unknown,,,Mark Pole,,,,,
14275,unknown,,,Marvin Pope,,,,,
14276,unknown,,,Fred Pospiech,,,,,
14277,unknown,Hawaii (United States of America),,Tyree Pride,231 lbs. (105 kg) at 5'8'' (1.73 m),,,,
14278,unknown,,,Ron Pritchard,,,,,
14279,Anthony Zollo,,4th February 1943,Anthony Zollo,,,7th August 2009,,
14280,Dana A. Magazu,,29th February 1964,Dana Carpenter,,,5th May 2009,,
14281,Deanna Booher,"Los Angeles, California (United States of America)",6th August 1948,Queen Kong ,300 lbs. (136 kg) at 6'4'' (1.93 m),5th December 1985 (36 years ago),7th January 2022,,
14282,unknown,,,Margie Ramsey ,,,,,
14283,unknown,,,Johnny Rapone,,,,,
14284,unknown,,,Rocky Rea,,,,,
14285,unknown,,,Johnny Reb,,,,,
14286,unknown,,,Red Thunder,,,,,
14287,unknown,,,Dan Reeves,,,,,
14288,unknown,,,Pete Reeves,,,,,
14289,Dave Teixeira,"Port Coquitlam, British Columbia (Canada)",,Dave Republic,,,,,
14290,unknown,,,Rene Richards,,,,,
14291,unknown,,,Randy Rich,,,,,
14292,unknown,,,Atlas Rivera,,,,,
14293,unknown,,,Ricky Rocket,,,,,
14294,unknown,,,Frank Rohr,,,,,
14295,unknown,Maine (United States of America),,Sonny Roselli,318 lbs. (144 kg) at 6'4'' (1.93 m),21st April 2001 (20 years ago),,,
14296,unknown,,,Jude Rosenbloom,,,,,
14297,William James Ross ,,,Bill Ross,,,,,
14299,unknown,,,Chico Santana,,,,,
14300,unknown,,,Richard Sartain,,,,,
14301,Lynn Homes,,,Frank Savage,,,,,
14302,"Thomas Edward Seigler, Jr.",South Carolina (United States of America),24th September 1938 (age 83),Tommy Seigler,,1969,,,
14303,unknown,,,Tito Senza,,,,,
14304,unknown,,,Tom Shaft,,26th February 1973 (49 years ago),9th July 2013,,
14305,unknown,,,Terri Shane ,,,,,
14306,Jodey L. Bruner,"Council Grove, Kansas (United States of America)",9th August 1958,Tommy Sharpe,,,12th September 2021,,
14307,unknown,,,Sheila Shepard ,,,,,
14308,Mary Carroll,,,Pat Sherry ,,,,,
14309,Morris Pincus Sigel,"New York City, New York (United States of America)",31st October 1898,Morris Sigel,193 lbs. (88 kg) at 5'7'' (1.70 m),,26th December 1966,,
14310,John M. Parlett,"Red Deer, Alberta (Canada)",10th July 1957 (age 64),Terry Joe Silverspoon,,,,,
14311,unknown,West Virginia (United States of America),10th January 1973 (age 49),Brock Singleton,262 lbs. (119 kg) at 6'3'' (1.91 m),8th January 2000 (22 years ago),,,
14312,unknown,,,Nicki Sixx,,,,,
14313,Eddie Crawford,,,The Snowman,,1984,29th September 2021,,
14314,Robert Wheeler,,,Duke Snyder,230 lbs. (104 kg) at 5'7'' (1.70 m),,,,
14315,Laurent Soucie,"Lodi, Wisconsin (United States of America)",1953,Laurent Soucie,,6th June 1981 (40 years ago),,,
14316,Kyle Desjardins,Canada,,Spanky,237 lbs. (108 kg) at 5'11'' (1.80 m),,,,
14317,unknown,"Halifax, Nova Scotia (Canada)",,Julien Spades,192 lbs. (87 kg) at 5'9'' (1.75 m),,,,
14318,unknown,"Bradford, West Yorkshire, England (United Kingdom)",,Julie Starr ,,,,,126 lbs. (57 kg)
14319,unknown,"Phoenix, Arizona (United States of America)",8th June 1936 (age 85),Kathy Starr ,,,,,
14320,unknown,,,Susan Star ,,,,,
14321,unknown,,,Tina Starr,,,,,
14322,unknown,,,Arnold Steele,,,,,
14323,unknown,,,Ted Stefanyk,,,,,
14324,Suzanne Miller,"Fort Lauderdale, Florida (United States of America)",10th September ???,Vivian St. John ,,1974,20th December 2013,,139 lbs. (63 kg)
14325,unknown,,,Brett Striker,,,,,
14326,unknown,,,Jason Sugarman,,,,,
14327,unknown,,,Mike Sullivan,,,,,
14328,Rocco Fiordelisi,,1903,Rocky Dempsey ,,,19th June 1962,,
14329,unknown,,,Tantalizing Tonya,,,,,
14330,unknown,,,Samoan Tau,,,,,
14331,unknown,,,J.J. Taylor,,,,,
14332,unknown,,,Ramona TeSelle ,,,,,
14333,unknown,,,Al Tucker,,,XXXX,,
14334,unknown,,,Alex Turk,,,,,
14335,unknown,,,Jason Turner,,,,,
14336,unknown,"Lincolnshire, England (United Kingdom)",,Greg Valentine,,1984,,,
14337,unknown,,,Vivacious Veronica,,,,,
14338,unknown,,,Violet ,,,,,
14339,unknown,,,Vic Viper,,,,,
14340,unknown,,,Count Von Zuppe,,,,,
14341,unknown,,,Johnny War Lance,,,,,
14342,Bob Morrison,"McMinnville, Oregon (United States of America)",4th April 1955 (age 66),Bob Wayne,,,,,
