,Real Name,Birthplace,Date of Birth,wrestler_name,Weight and Height,Debut,Date of Death,Weight,Height
21888,unknown,,9th February 1991 (age 31),Serenity ,,,,,
21889,unknown,"Chicago, Illinois (United States of America)",27th November 1975 (age 46),Mr. B,,,,,
21890,unknown,Texas (United States of America),9th January 1986 (age 36),Bolt Brady,,16th July 2004 (17 years ago),,,6'0'' (1.83 m)
21891,unknown,,9th November ???,Hambone,313 lbs. (142 kg) at 5'11'' (1.80 m),2010,,,
21892,unknown,"Beaumont, Texas (United States of America)",2nd March 1987 (age 35),Jen Alise ,,,,,
21894,unknown,"College Station, Texas (United States of America)",10th November 1987 (age 34),Ken Carson,220 lbs. (100 kg) at 6'0'' (1.83 m),??th November 2009,,,
21896,Vitor Vianna,Espírito Santo (Brazil),2nd November 1979 (age 42),Vitor Vianna,185 lbs. (84 kg) at 6'0'' (1.83 m),23rd October 2004 (17 years ago),,,
21897,unknown,,,Danny Loos,,,,,
21898,Joe Sajatoric,,1888,Jack Sajatovic,,,13th March 1930,,
21899,Nicola Montagno,Italy,1885,Nick Mundy,,,2nd August 1972,,
21900,John A. Zielin,"Manchester, New Hampshire (United States of America)",27th October 1912,Whitey Nelson,,,10th March 1967,,
21901,Charlie Harbaugh,,,Charlie Harbo,,,,,
21902,Jack Gorman,"Butte, Montana (United States of America)",26th September 1895,Jack Gorman,155 lbs. (70 kg) at 5'6'' (1.68 m),,10th November 1942,,
21903,Joe Bonomo,"New York City, New York (United States of America)",25th December 1901,Joe Bonomo,,,28th March 1978,,5'12'' (1.83 m)
21904,John J. Young,,10th March 1906,Tiger Young,,,11th January 1964,,
21905,unknown,,,Stanley Sitkowski,,,,,
21906,Julius George Wilchester,"Cambridge, Massachusetts (United States of America)",9th May 1906,George Wilcheski,220 lbs. (100 kg) at 6'3'' (1.91 m),,XXXX,,
21907,Mauricio Gutiérrez,"Ciudad de México, Ciudad de México (Mexico)",1981,Robin,,1996,,,
21908,unknown,"León de los Aldama, Guanajuato (Mexico)",23rd October 1992 (age 29),Latin Star,,,,,
21909,unknown,Mexico,,Dr. Jekyll,,,,,
21910,Ira Tindale,"Otter Creek, Florida (United States of America)",23rd March 1933,Porter Tindale,,,4th September 2012,,
21912,unknown,Nuevo León (Mexico),,Hampón #1,,,,,
21913,unknown,,,Ted Rozankowski,,,,,
21916,unknown,Mexico,3rd April 1993 (age 28),Perseus,176 lbs. (80 kg) at 5'7'' (1.70 m),??th May 2008,,,
21918,Timothy Blake Ward,"Towson, Maryland (United States of America)",23rd June 1980,Tim Ward,,,22nd August 2011,,
21919,Jeremy Brandon Sherwood,"Eau Claire, Wisconsin (United States of America)",14th October 1970,Mad Wolverine,,,4th October 2009,,
21920,unknown,South Australia (Australia),,David Hawk,143 lbs. (65 kg) at 5'6'' (1.68 m),2009,,,
21921,unknown,"Perth, Western Australia (Australia)",,Dustin Dice,170 lbs. (77 kg) at 6'0'' (1.83 m),4th March 2006 (16 years ago),,,
21922,unknown,Western Australia (Australia),,Heritor,187 lbs. (85 kg) at 5'9'' (1.75 m),31st May 2008 (13 years ago),,,
21923,unknown,Australia,,Kabel,287 lbs. (130 kg) at 6'11'' (2.11 m),2009,,,
21924,unknown,"Perth, Western Australia (Australia)",,Troy,200 lbs. (91 kg) at 6'2'' (1.88 m),19th November 2010 (11 years ago),,,
21925,unknown,Western Australia (Australia),,Daxon Kage,176 lbs. (80 kg) at 5'10'' (1.78 m),2009,,,
21926,unknown,"Brisbane, Queensland (Australia)",,Jaxon James,220 lbs. (100 kg) at 6'1'' (1.85 m),2010,,,
21927,unknown,Australia,,Widowmaker Mange,265 lbs. (120 kg) at 6'11'' (2.11 m),24th November 2007 (14 years ago),,,
21928,unknown,"Gnowangerup, Western Australia (Australia)",,NC Viper,295 lbs. (134 kg) at 6'1'' (1.85 m),22nd July 2006 (15 years ago),,,
21929,unknown,"Perth, Western Australia (Australia)",,Tapu,353 lbs. (160 kg) at 6'1'' (1.85 m),,,,
21930,unknown,"Perth, Western Australia (Australia)",,Jay Bailey,238 lbs. (108 kg) at 6'1'' (1.85 m),,,,
21931,unknown,Australia,,Charmaine ,,,,,
21932,unknown,Australia,,Tommy Hellfire,,,,,
21934,unknown,Australia,,Vixsin ,,,,,
21935,unknown,Australia,,Mike Burr,,,,,
21936,Zoe McDonald,Queensland (Australia),1984,Sway ,,2006,,,6'1'' (1.85 m)
21937,unknown,Queensland (Australia),,AJ Istria,205 lbs. (93 kg) at 6'0'' (1.83 m),2007,,,
21938,unknown,Vega Alta (Puerto Rico),,Esteban Molina,185 lbs. (84 kg) at 5'11'' (1.80 m),,,,
21939,unknown,Queensland (Australia),,Mason Childs,198 lbs. (90 kg) at 5'10'' (1.78 m),,,,
21940,Frank Souza Victorino,"Honolulu, Hawaii (United States of America)",30th March 1922,Kanak Victorino,,,31st May 2009,,
21941,Billy Morris Tipton,,13th April 1929,Billy Tipton,,4th January 1964 (58 years ago),4th March 2009,,
21942,Willard E. Mills,,14th December 1933,Tiger Bill Mills,,,16th April 2009,,
21943,unknown,,,The Menace,,,,,
21945,Pierre Villeneuve,,,Farmer Pete,,,,,
21947,William Marchuk,"Calgary, Alberta (Canada)",26th January 1931,Bill Marchuk,,,21st October 2011,,
21948,unknown,,,Ted Marshall,,,,,
21949,Fred William Peterson,"Winterset, Iowa (United States of America)",28th February 1902,Fred Peterson,,,6th June 1989,,
21953,Yusuke Yamaguchi,"Tokyo, Tokyo (Japan)",5th May 1958,Wally Yamaguchi,140 lbs. (64 kg) at 5'3'' (1.60 m),,9th March 2019,,
21954,unknown,Yucatán (Mexico),,El Cupído Maldito,,,,,
21955,unknown,Yucatán (Mexico),,Black Dragón,,,,,
21956,unknown,Yucatán (Mexico),18th September ???,Venganza Azteca,,,,,
21958,Dustin Jacoby,"Arenzville, Illinois (United States of America)",4th April 1988 (age 33),Dustin Jacoby,185 lbs. (84 kg) at 6'4'' (1.93 m),27th November 2010 (11 years ago),,,
21960,Julio Díaz Adame,"Juárez, Chihuahua (Mexico)",,El Olímpico,,,,,
21961,Benjamin R. Jarrells,,1940,Ben Jarrells,,,26th May 2000,,
21962,unknown,Australia,,Alberto Bravo,,,,,
21963,unknown,Australia,,Craig Cole,,,,,
21964,unknown,"Melbourne, Victoria (Australia)",22nd March 1993 (age 28),Kellyanne ,143 lbs. (65 kg) at 5'5'' (1.65 m),2008,,,
21966,unknown,Australia,,Danny Psycho,,,,,
21968,unknown,Australia,,Jacko Lantern,220 lbs. (100 kg) at 6'9'' (2.06 m),,,,
21970,unknown,Australia,,Alexi Papadopoulos,,,,,
21971,unknown,Australia,,Jay Andrews,,,,,
21972,unknown,Australia,,Cletus Blood,,,,,
21973,unknown,Australia,,Xavier Black,,,,,
21974,unknown,,,Paul Verssen,,,,,
21975,unknown,,,Randy Thatcher,,,,,
21976,unknown,Australia,,Kidd Kage,,,,,
21977,Huseyin Gul,Victoria (Australia),,Big Huss,240 lbs. (109 kg) at 6'2'' (1.88 m),,,,
21978,unknown,Australia,,Mickey Jackson,,,,,
21979,unknown,"Melbourne, Victoria (Australia)",,Ryan O'Hare,185 lbs. (84 kg) at 5'10'' (1.78 m),,,,
21980,unknown,Australia,,Lowzen ,,,,,
21981,unknown,"Melbourne, Victoria (Australia)",,Jake Lindo,193 lbs. (88 kg) at 5'11'' (1.80 m),2009,,,
21982,unknown,"Melbourne, Victoria (Australia)",,Scott Slayer,207 lbs. (94 kg) at 6'0'' (1.83 m),,,,
21983,unknown,"Melbourne, Victoria (Australia)",,Morphine,265 lbs. (120 kg) at 6'2'' (1.88 m),,,,
21984,unknown,Australia,,Jarek Craven,,,,,
21985,Joshua Zukato,"Melbourne, Victoria (Australia)",??th August 1993,Josh Shooter,243 lbs. (110 kg) at 6'2'' (1.88 m),2005,,,
21986,unknown,Australia,,Iron Horse Morrison,,,,,
21987,unknown,Australia,,Alex Haize,,,,,
21988,unknown,Australia,,James Jackson,,,,,
21989,unknown,Australia,,Barry Lawrence,,,,,
21990,unknown,Australia,,Lenny O'Laughlin,,,,,
21991,unknown,Australia,,Andy Rhodes,,,,,
21992,Joshua Fikret,"Melbourne, Victoria (Australia)",25th November 1993 (age 28),JXT,220 lbs. (100 kg) at 6'0'' (1.83 m),2010,,,
21993,unknown,Australia,,Insano,,,,,
21994,unknown,Australia,,Jungle Cat,,,,,
21995,unknown,"Canberra, Australian Capital Territory (Australia)",,TJ Star ,154 lbs. (70 kg) at 5'5'' (1.65 m),??th February 2009,,,
21996,unknown,Australia,,FOX,,,,,
21997,unknown,Australia,,Sketch,,,,,
21998,unknown,Australia,,Priest,,,,,
21999,unknown,Australia,,Degree,190 lbs. (86 kg) at 5'9'' (1.75 m),,,,
22000,unknown,Australia,,Brad Mason,254 lbs. (115 kg) at 5'11'' (1.80 m),,,,
22001,unknown,"City of Latrobe, Victoria (Australia)",,Ben Factor,227 lbs. (103 kg) at 6'3'' (1.91 m),??th February 2010,,,
22002,unknown,Australia,,Rod Silva,265 lbs. (120 kg) at 5'10'' (1.78 m),,,,
22003,unknown,Australia,,Jim Raze,134 lbs. (61 kg) at 5'7'' (1.70 m),,,,
22004,unknown,Australia,,Fallout,,,,,
22005,unknown,Australia,,Felix Young,187 lbs. (85 kg) at 6'0'' (1.83 m),,,,
22006,unknown,"Canberra, Australian Capital Territory (Australia)",,Bronze Spider,165 lbs. (75 kg) at 5'11'' (1.80 m),2007,,,
22007,unknown,Australia,,Death,243 lbs. (110 kg) at 6'4'' (1.93 m),2001,,,
22008,unknown,"Canberra, Australian Capital Territory (Australia)",,Rex,254 lbs. (115 kg) at 6'6'' (1.98 m),??th April 1999,,,
22009,unknown,Australia,,David Kennedy,196 lbs. (89 kg) at 6'0'' (1.83 m),2002,,,
22010,unknown,Australia,,Diablo Blanco,154 lbs. (70 kg) at 6'0'' (1.83 m),??th February 2008,,,
22012,unknown,"Canberra, Australian Capital Territory (Australia)",,Foxy King,154 lbs. (70 kg) at 5'7'' (1.70 m),2008,,,
22013,unknown,"Canberra, Australian Capital Territory (Australia)",,Jason Tyler,183 lbs. (83 kg) at 6'2'' (1.88 m),,,,
22014,unknown,"Canberra, Australian Capital Territory (Australia)",,Jimmy Saint,187 lbs. (85 kg) at 6'1'' (1.85 m),2005,,,
22015,unknown,"Sydney, New South Wales (Australia)",,JP Rockefellar,176 lbs. (80 kg) at 6'3'' (1.91 m),,,,
22016,unknown,"Batemans Bay, New South Wales (Australia)",,Mike Vandal,165 lbs. (75 kg) at 5'10'' (1.78 m),??th July 2007,,,
22017,unknown,"Brisbane, Queensland (Australia)",,Phil Carnage,190 lbs. (86 kg) at 6'6'' (1.98 m),??th January 2001,,,
22018,unknown,"Canberra, Australian Capital Territory (Australia)",,Roxy Lovell ,154 lbs. (70 kg) at 5'10'' (1.78 m),??th November 2004,,,
22019,unknown,"Canberra, Australian Capital Territory (Australia)",,Teddybear,1 lbs. (0 kg) at 2'1'' (0.64 m),2008,,,
22021,unknown,Australia,,Corporate Takeover,181 lbs. (82 kg) at 6'2'' (1.88 m),16th October 2010 (11 years ago),,,
22023,unknown,"Darwin, Northern Territory (Australia)",,Devin Cameron James,126 lbs. (57 kg) at 5'8'' (1.73 m),??th March 2009,,,
22024,unknown,"Canberra, Australian Capital Territory (Australia)",,Dozer,265 lbs. (120 kg) at 6'3'' (1.91 m),1999,,,
22025,unknown,New South Wales (Australia),,High Octane,229 lbs. (104 kg) at 5'10'' (1.78 m),??th November 2004,,,
22026,unknown,Australia,,Kandi Luv ,165 lbs. (75 kg) at 5'6'' (1.68 m),2005,,,
22027,unknown,"Sydney, New South Wales (Australia)",,Luke Miller,146 lbs. (66 kg) at 5'3'' (1.60 m),??th November 2007,,,
22028,unknown,Australia,,Marty Van Halen,185 lbs. (84 kg) at 6'0'' (1.83 m),2006,,,
22029,unknown,"Canberra, Australian Capital Territory (Australia)",,Max Swift,143 lbs. (65 kg) at 5'8'' (1.73 m),2008,,,
22030,unknown,"Adelaide, South Australia (Australia)",,Panic,265 lbs. (120 kg) at 5'8'' (1.73 m),,,,
22031,unknown,"Canberra, Australian Capital Territory (Australia)",,Russell the Love Muscle,220 lbs. (100 kg) at 5'8'' (1.73 m),2002,,,
22032,unknown,Australia,,Antonio De'ath,298 lbs. (135 kg) at 6'0'' (1.83 m),??th April 2000,,,
22033,unknown,Australia,,Wayne Pickford,,,,,
22034,unknown,Australia,,CRSM,176 lbs. (80 kg) at 6'1'' (1.85 m),,,,
22035,unknown,"Canberra, Australian Capital Territory (Australia)",,Mike Kelly,161 lbs. (73 kg) at 5'11'' (1.80 m),??th March 2009,,,
22036,unknown,Australia,,Mr. Ice Cool,216 lbs. (98 kg) at 4'4'' (1.32 m),2003,,,
22037,unknown,Australia,,Nick Maltino,181 lbs. (82 kg) at 6'0'' (1.83 m),??th December 2008,,,
22038,unknown,"Sydney, New South Wales (Australia)",,Niki Nitro ,123 lbs. (56 kg) at 5'6'' (1.68 m),??th June 1999,,,
22039,unknown,"Canberra, Australian Capital Territory (Australia)",,Rob Mezzenger,247 lbs. (112 kg) at 5'10'' (1.78 m),2000,,,
22040,unknown,Australia,,Wrath,298 lbs. (135 kg) at 6'6'' (1.98 m),??th July 2009,,,
22041,unknown,Australia,,Hillbilly Frank,,,,,
22042,unknown,Australia,,Hank Armstrong,,,,,
22043,unknown,Australia,,Trish King ,,,,,
22044,unknown,Australia,,Ian Savage,,,,,
22045,Gael Eugenio Torres López,"Monterrey, Nuevo León (Mexico)",20th April ???,El Hijo del Konan Big,,23rd October 2011 (10 years ago),,,
22046,unknown,"Ciudad de México, Ciudad de México (Mexico)",5th May 1991 (age 30),Boikot,,,,,
22047,unknown,Mexico,,Bogar Jr.,,,,,
22048,Roberto García,"Ciudad de México, Ciudad de México (Mexico)",,Espantapájaros,,1998,,,
22049,Jacob Doyle,"Midland, Michigan (United States of America)",,Jacob Hallows,,,,,
22050,Brandon Secord,"Midland, Michigan (United States of America)",,Donnie Hallows,,,,,
22054,unknown,,14th May 1973 (age 48),Digger,,,,,
22055,unknown,"Middletown, Ohio (United States of America)",30th September 1978 (age 43),Clark Konnor,,,,,
22056,unknown,"Chicago, Illinois (United States of America)",23rd September ???,James Reeves,213 lbs. (97 kg) at 6'3'' (1.91 m),??th March 2011,,,
22057,unknown,"Donnelsville, Ohio (United States of America)",3rd May 1986 (age 35),Jon Murray,,,,,
22058,unknown,"Grand Haven, Michigan (United States of America)",25th March 1993 (age 28),Dre Jacobs,,,,,
22059,unknown,,12th September 1981 (age 40),Yukon Mike,,,,,
22060,Scott Bailey,"Detroit, Michigan (United States of America)",1st November 1973,Dyson Price,334 lbs. (152 kg) at 6'0'' (1.83 m),,4th November 2019,,
22065,James Wilson Vincent Savile,"Leeds, West Yorkshire, England (United Kingdom)",31st October 1926,Jimmy Savile,,,29th October 2011,,
22066,unknown,Morelos (Mexico),,Leopardo,,,,,
22067,unknown,Morelos (Mexico),,Diesel,,,,,
22068,unknown,Morelos (Mexico),,Raksas,,,,,
22069,Felipe Cruz,"Texcoco, Estado de México (Mexico)",,Príncipe Kronos,,2008,,,
22070,unknown,Mexico,,Coco Crazy,,,,,
22071,unknown,Estado de México (Mexico),,Escorpión Negro,,,,,
22072,unknown,Mexico,,Quidam Jr.,,,,,
22073,unknown,Auckland (New Zealand),18th July ???,JPE ,,,,,
22075,unknown,"Auckland, Auckland (New Zealand)",,Megan-Kate ,,,,,5'7'' (1.70 m)
22081,unknown,"Hamilton, Waikato (New Zealand)",8th October 1986 (age 35),Britenay ,,,,,5'7'' (1.70 m)
22083,Mario Ochoa Puga,Chihuahua (Mexico),,Mario Ochoa Puga,,,,,
22084,unknown,Mexico,,Terror Latino,,,,,
22085,unknown,Chihuahua (Mexico),,El Trucker,,,,,
22086,unknown,Chihuahua (Mexico),,El Monstruo del Pantano,,,,,
22087,unknown,Chihuahua (Mexico),,Alex Star,132 lbs. (60 kg) at 5'7'' (1.70 m),29th November 2008 (13 years ago),,,
22088,Carlos Rodríguez,Guatemala,,Punisher,,,,,
22089,unknown,Chihuahua (Mexico),,Punisher,,,,,
22090,unknown,Chihuahua (Mexico),,La Magnifica ,,,,,
22091,unknown,Chihuahua (Mexico),,Darkness,187 lbs. (85 kg) at 5'9'' (1.75 m),16th September 2005 (16 years ago),,,
22093,José de Jesús Macías Hernández,Chihuahua (Mexico),4th November 1954,Tormento Chino,243 lbs. (110 kg) at 5'7'' (1.70 m),4th April 1975 (46 years ago),5th November 2020,,
22094,unknown,Chihuahua (Mexico),,El Verdugo,,,,,
22096,unknown,Chihuahua (Mexico),,Sin-Fu,154 lbs. (70 kg) at 5'8'' (1.73 m),2nd June 2005 (16 years ago),,,
22097,unknown,Chihuahua (Mexico),,Tigre del Ring,,,,,5'9'' (1.75 m)
22098,unknown,,,Mike Hammer,,,,,
22099,unknown,Chihuahua (Mexico),,The Crow,154 lbs. (70 kg) at 5'7'' (1.70 m),2008,,,
22100,unknown,Chihuahua (Mexico),,Black Master,176 lbs. (80 kg) at 5'7'' (1.70 m),2008,,,
22102,unknown,Estado de México (Mexico),,Chapulín Colorado,,,,,
22103,Julio Gómez Sánchez,"Ciudad de México, Ciudad de México (Mexico)",1983,Misterio Azteca,,1996,,,
22104,Karian Aguirre Sebastián,"Ciudad de México, Ciudad de México (Mexico)",,La Malefica,,2006,,,
22105,unknown,,,Abel Krim,,,,,
22106,unknown,,,Jorge Krim,,,,,
22108,unknown,Hawaii (United States of America),,Mark Anarchy,154 lbs. (70 kg) at 5'7'' (1.70 m),,,,
22110,unknown,"San Cristóbal Ecatepec de Morelos, Estado de México (Mexico)",27th September 1988 (age 33),Terremoto Negro,,,,,
22111,unknown,"Ciudad de México, Ciudad de México (Mexico)",26th September 1989 (age 32),Dante,,,,,
22112,unknown,Estado de México (Mexico),,Shark Boy,,,,,
22113,unknown,Estado de México (Mexico),,Rayito Mendoza,,,,,
22114,unknown,Estado de México (Mexico),,Maligno Negro,,,,,
22115,unknown,Estado de México (Mexico),,Máscara de la Muerte,,,,,
22116,unknown,"Ciudad de México, Ciudad de México (Mexico)",27th August ???,Matrix Jr.,,,,,
22117,unknown,Estado de México (Mexico),,Pacto Negro,,,,,
22118,unknown,"Barcelona, Cataluña (Spain)",,Leon Dorado,154 lbs. (70 kg) at 5'7'' (1.70 m),,,,
22119,unknown,"Paris, Île-de-France (France)",1992,Joffrey,,??th July 2009,,,
22120,Matt Lucas,"Tempe, Arizona (United States of America)",,Matt Lucas,205 lbs. (93 kg) at 6'1'' (1.85 m),29th September 2006 (15 years ago),,,
22121,Chuck Anderson,"Montgomery, Alabama (United States of America)",1919,Chuck Anderson,,1954,,,
22122,unknown,,,Eddie Myers,,,,,
22123,unknown,,,Joe Mason,,,,,
22124,unknown,,,George Guimond,,,4th June 2020,,
22125,unknown,,,Reggie Rapone,,,,,
22126,unknown,"Hermosillo, Sonora (Mexico)",24th June 1983 (age 38),Abadón,194 lbs. (88 kg) at 5'9'' (1.75 m),26th July 2007 (14 years ago),,,
22128,unknown,,,Bob Pringle,,,,,
22129,Mitch Gagnon,"Greater Sudbury, Ontario (Canada)",10th October 1984 (age 37),Mitch Gagnon,135 lbs. (61 kg) at 5'6'' (1.68 m),13th September 2008 (13 years ago),,,
22130,Merle Dolby,,,Merle Dolby,,,,,
22131,unknown,,,Johnny Plummer,,,,,
22132,unknown,Morelos (Mexico),,Zodiaco,,,,,
22133,unknown,Morelos (Mexico),,Alex Boy,,,,,
22134,unknown,Morelos (Mexico),,Criss Boy,,,,,
22135,unknown,Morelos (Mexico),,Tony Díaz,,,,,
22136,unknown,"Ciudad de México, Ciudad de México (Mexico)",30th April ???,Dragosth,,,,,
22137,Juan Manuel Carbajal Tena,"Nezahualcóyotl, Estado de México (Mexico)",15th April 1984 (age 37),Holkan,,,,,
22138,Óscar Fernández,"Ciudad de México, Ciudad de México (Mexico)",10th October ???,Sangre de Lobo,,,,,
22139,unknown,"Ciudad de México, Ciudad de México (Mexico)",,Strom Boy,,,,,
22140,unknown,Guatemala,,Flama Roja,,,,,
22141,unknown,Guatemala,,El Cadete del Espacio,,,,,
22144,unknown,,,El Lobo Solitario,,,,,
22145,Roberto Rosales Nava,,,El Torbellino Negro,,,,,
22146,Roberto Negrete,"Ciudad de México, Ciudad de México (Mexico)",30th March 1919 (age 102),El Palomo Tapatío,,,,,
22147,unknown,,,Gerry Petel,,,,,
22149,José Valentín Vázquez Manrique,Mexico,,Pancho Valentino,,,??th October 1977,,
22150,Alex Soto,"Tijuana, Baja California (Mexico)",15th February 1984 (age 38),Alex Soto,135 lbs. (61 kg) at 5'6'' (1.68 m),23rd July 2009 (12 years ago),,,
22151,Dave Cooper,"Reading, Pennsylvania (United States of America)",26th March 1923,Dave Cooper,220 lbs. (100 kg) at 6'0'' (1.83 m),,6th April 2007,,
22152,Gerald Keith Anderson,"Chattanooga, Tennessee (United States of America)",3rd February 1954,Keith Anderson,,,26th October 2011,,
22153,Johnnie Fletcher Thomas III.,"Columbia, South Carolina (United States of America)",1958,JT Thomas,,,??th August 2002,,
22154,Vincent J. Wereszynski,"Utica, New York (United States of America)",4th October 1916,Red Verenski,,,30th April 2003,,
22155,unknown,Mexico,,Divino Roy,,,,,
22157,unknown,"Liberty, North Carolina (United States of America)",,Brad Stutts,,13th October 2002 (19 years ago),,,
22159,unknown,Texas (United States of America),,Dark Energy,,,,,
22160,unknown,"Las Vegas, Nevada (United States of America)",5th October 1981 (age 40),Robert Drysdale,205 lbs. (93 kg) at 6'3'' (1.91 m),,,,
22162,unknown,Jalisco (Mexico),,Sultán Negro,,,,,
22163,unknown,,,Venus LaRue ,,,??th November 2011,,
22164,unknown,Estado de México (Mexico),,Kraven,,,18th August 2019,,
22165,unknown,"Monclova, Coahuila de Zaragoza (Mexico)",3rd October 1994 (age 27),Flyer,170 lbs. (77 kg) at 5'8'' (1.73 m),,,,
22167,unknown,,,Alberto Alvarez,,,,,
22169,unknown,,,Mike Briggs,200 lbs. (91 kg) at 5'11'' (1.80 m),,,,
22170,Charlie Stickley,United Kingdom,,Chuck Cyrus,,,,,
22171,unknown,United Kingdom,,Gorgon,,,,,
22173,unknown,"Tahlequah, Oklahoma (United States of America)",26th July ???,Lee Cook,220 lbs. (100 kg) at 5'10'' (1.78 m),1999,,,
22174,unknown,New Jersey (United States of America),24th January ???,Scott Riley,180 lbs. (82 kg) at 5'10'' (1.78 m),28th August 2010 (11 years ago),,,
22175,unknown,"Tahlequah, Oklahoma (United States of America)",1st December ???,Michael H,,2009,,245 lbs. (111 kg),
22176,unknown,"Glenpool, Oklahoma (United States of America)",3rd September ???,Kolby Wolfe,155 lbs. (70 kg) at 5'10'' (1.78 m),2010,,,
22177,unknown,"Vinita, Oklahoma (United States of America)",9th August ???,Justin Sane,330 lbs. (150 kg) at 6'0'' (1.83 m),2010,,,
22178,unknown,United Kingdom,,Rex Wyld,,,,,
22180,unknown,Baja California (Mexico),,El Mosco Negro,,,,,
22181,Miguel Chávez,"León de los Aldama, Guanajuato (Mexico)",4th September 1980 (age 41),El Gemelo #2,,,,,
22184,unknown,Guatemala,,Tarahumara,,,,,
22185,unknown,Morelos (Mexico),,Black Hangman,,,,,
22186,unknown,,,Betty Evans ,,,,,
22187,Frank Evan Brown,"Chicago, Illinois (United States of America)",3rd April 1913,Frank Brown,,,25th September 1977,,
22189,unknown,,,Rudy Soda,,,,,
22191,unknown,,,Catherine Simpson ,,,,,
22192,unknown,San Luis Potosí (Mexico),,Rayo de Plata #4,,,,,
22193,unknown,"Matamoros, Tamaulipas (Mexico)",22nd September ???,Alfa Century,,,,,
22194,unknown,"San Luis Potosí, San Luis Potosí (Mexico)",,Brujo Cósmico Jr.,,,,,
22195,unknown,San Luis Potosí (Mexico),10th September ???,Extreme Fury,,,,,
22196,unknown,"Celaya, Guanajuato (Mexico)",6th April 1986 (age 35),Crazy Latino,,,,,
