,Real Name,Weight and Height,Birthplace,Date of Birth,Debut,wrestler_name,Date of Death,Height,Weight
1191,Jun Kaneka,198 lbs. (90 kg) at 5'6'' (1.68 m),"Nagasaki, Nagasaki (Japan)",16th July 1970 (age 51),2nd May 1993 (28 years ago),Azteca,,,
1192,unknown,216 lbs. (98 kg) at 5'6'' (1.68 m),Japan,27th December 1971 (age 50),23rd September 1994 (27 years ago),Diablo,,,
1193,unknown,165 lbs. (75 kg) at 5'3'' (1.60 m),"Kaiyo, Tokushima (Japan)",14th November 1971 (age 50),24th May 1995 (26 years ago),Cosmo*Soldier,,,
1194,Hideo Taira,143 lbs. (65 kg) at 5'2'' (1.57 m),"Owariasashi, Aichi (Japan)",28th May 1974 (age 47),??th October 1997,Super Taira,,,
1196,Makato Hatori,155 lbs. (70 kg) at 5'9'' (1.75 m),"Tsuchiura, Ibaraki (Japan)",14th July 1975 (age 46),31st January 1998 (24 years ago),Tanomusaku Toba,,,
1203,unknown,205 lbs. (93 kg) at 5'9'' (1.75 m),San Juan (Puerto Rico),,,Luis Ortiz,,,
1204,Robert Lynn Cassidy Jr.,191 lbs. (87 kg) at 5'10'' (1.78 m),"Kingsport, Tennessee (United States of America)",7th September 1983 (age 38),30th August 2000 (21 years ago),Robbie Cassidy,,,
1206,Chris Vaughn,191 lbs. (87 kg) at 5'10'' (1.78 m),Montana (United States of America),,,Chris Vaughn,,,
1209,unknown,206 lbs. (93 kg) at 5'8'' (1.73 m),"Calgary, Alberta (Canada)",,1996,Chance Beckett,,,
1213,Alex Sione Tauoa,473 lbs. (215 kg) at 6'0'' (1.83 m),"Las Vegas, Nevada (United States of America)",24th September 1969 (age 52),1998,King Dabada,,,
1214,unknown,215 lbs. (98 kg) at 5'11'' (1.80 m),"Birmingham, Alabama (United States of America)",14th August 1979 (age 42),,Shawn Patrick,,,
1217,John Sutton,260 lbs. (118 kg) at 6'0'' (1.83 m),"Tampa, Florida (United States of America)",23rd February 1972 (age 50),1996,John Sutton,,,
1218,Ernest-Lee Stanley,185 lbs. (84 kg) at 5'9'' (1.75 m),"Washington, District of Columbia (United States of America)",6th October 1981 (age 40),??th December 1999,E.L. Stanley,,,
1219,Scott Gee,238 lbs. (108 kg) at 5'10'' (1.78 m),"Ironton, Ohio (United States of America)",27th February 1969,1998,Scott Powers,25th September 2016,,
1220,Joey Termine,234 lbs. (106 kg) at 5'10'' (1.78 m),"Montréal, Quebec (Canada)",18th January 1981 (age 41),??th September 2002,Joey Soprano,,,
1221,Kevin Zacaula,197 lbs. (89 kg) at 5'10'' (1.78 m),"Río de Janeiro, Río de Janeiro (Brazil)",20th August 1977 (age 44),??th January 2003,Antonio Mestre,,,
1225,unknown,260 lbs. (118 kg) at 6'4'' (1.93 m),"Tucson, Arizona (United States of America)",,2001,Dean Radford,,,
1238,Richard Converse,225 lbs. (102 kg) at 6'1'' (1.85 m),"Winston-Salem, North Carolina (United States of America)",26th December 1979 (age 42),23rd January 1999 (23 years ago),Ric Converse,,,
1239,unknown,246 lbs. (112 kg) at 6'2'' (1.88 m),"Sydney, New South Wales (Australia)",,,Mark Mercedes,,,
1240,Tracey Seckold,120 lbs. (54 kg) at 5'3'' (1.60 m),"Sydney, New South Wales (Australia)",31st October ???,??th February 2000,Miss Tracey Fitt,,,
1242,Dean Draven,220 lbs. (100 kg) at 6'0'' (1.83 m),"Sydney, New South Wales (Australia)",??th October 1977,1995,Dean Draven,,,
1248,unknown,170 lbs. (77 kg) at 5'11'' (1.80 m),"Savannah, Georgia (United States of America)",,2002,Brian Compton,,,
1253,Tod Olsen,203 lbs. (92 kg) at 5'7'' (1.70 m),"Everett, Washington (United States of America)",8th May 1957,??th January 1984,Oly Olsen,18th November 2015,,
1260,Bronislau Nagurski,230 lbs. (104 kg) at 6'2'' (1.88 m),"Rainy River, Ontario (Canada)",3rd November 1908,20th February 1933 (89 years ago),Bronko Nagurski,8th January 1990,,
1261,Richard Heron Avis Hutton,245 lbs. (111 kg) at 6'0'' (1.83 m),"Amarillo, Texas (United States of America)",4th October 1923,,Dick Hutton,24th November 2003,,
1267,Audie Leon Hager,275 lbs. (125 kg) at 5'11'' (1.80 m),"Nicholasville, Kentucky (United States of America)",13th June 1959,1975,Danny Fargo,26th December 2003,,
1268,Ron Thomas,235 lbs. (107 kg) at 6'3'' (1.91 m),"Waco, Texas (United States of America)",10th May 1958 (age 63),15th March 1990 (31 years ago),The Nighthawk,,,
1273,Richard E. Demonbraun,,"Nashville, Tennessee (United States of America)",10th June 1930,1954,Dick Dunn,6th June 1995,,
1286,Troy Kimble,222 lbs. (101 kg) at 5'9'' (1.75 m),United States of America,31st May 1967 (age 54),1998,TK-RIOT,,,
1287,Eric Draven,199 lbs. (90 kg) at 6'1'' (1.85 m),"Seattle, Washington (United States of America)",29th August 1977 (age 44),18th June 1992 (29 years ago),Eric Draven,,,
1289,Giovanni Nieves,250 lbs. (113 kg) at 5'6'' (1.68 m),"Chicago, Illinois (United States of America)",1st July 1975 (age 46),2nd July 1999 (22 years ago),Dante DVS,,,
1293,Alex Pliakis,205 lbs. (93 kg) at 5'7'' (1.70 m),"Manchester, New Hampshire (United States of America)",28th September 1977 (age 44),1997,Alex Arion,,,
1295,Katsumi Kanai,165 lbs. (75 kg) at 5'5'' (1.65 m),"Saitama, Saitama (Japan)",28th October 1970 (age 51),8th December 1994 (27 years ago),Lyguila,,,
1296,Jorge Luis Herrera,205 lbs. (93 kg) at 5'8'' (1.73 m),"Monclova, Coahuila de Zaragoza (Mexico)",8th February 1967 (age 55),15th September 1986 (35 years ago),Halcón Negro,,,
1297,Rubén García,176 lbs. (80 kg) at 5'9'' (1.75 m),"Ciudad de México, Ciudad de México (Mexico)",3rd January 1966 (age 56),25th October 1987 (34 years ago),Huracán Jr.,,,
1298,Marcelo Andreani Lori,180 lbs. (82 kg) at 5'6'' (1.68 m),"Carrara, Toscana (Italy)",18th February 1910,1932,Jack O'Brien,14th September 1982,,
1303,María Josseline Armenta Magaña,114 lbs. (52 kg) at 5'0'' (1.52 m),"Zihuatanejo de Azueta, Guerrero (Mexico)",1st January 1971 (age 51),1988,Josseline ,,,
1304,Alberto Leonel Hernández López,220 lbs. (100 kg) at 5'10'' (1.78 m),"Ciudad de México, Ciudad de México (Mexico)",18th January 1950 (age 72),1971,Kahoz,,,
1306,César Baltazar de Lucio Valencia,187 lbs. (85 kg) at 5'9'' (1.75 m),"Pachuca, Hidalgo (Mexico)",21st October 1970 (age 51),1992,Karloff Lagarde Jr.,,,
1307,Johnny Lezcano Smith,200 lbs. (91 kg) at 5'6'' (1.68 m),Chiriquí Grande (Panama),9th December 1946,21st July 1965 (56 years ago),Kato Kung Lee,7th May 2016,,
1308,Kim Sung Ho,204 lbs. (93 kg) at 5'8'' (1.73 m),Seoul (South Korea),1949,1969,Kim Sung Ho,,,
1309,Manuel de los Santos,204 lbs. (93 kg) at 5'7'' (1.70 m),"Jerez de García Salinas, Zacatecas (Mexico)",2nd June 1959 (age 62),1979,The Kiss,,,
1314,Jorge Vega Oriel,178 lbs. (81 kg) at 5'5'' (1.65 m),"Tangamandapio, Michoacán de Ocampo (Mexico)",17th January 1956 (age 66),25th July 1976 (45 years ago),Lasser,,,
1316,unknown,,"Nuevo Laredo, Tamaulipas (Mexico)",22nd March 1951 (age 70),??th September 1978,Lemús,,,
1317,unknown,,"San Antonio, Texas (United States of America)",20th July 1967 (age 54),26th October 1986 (35 years ago),Lemús #2,,,
1320,Edmundo Arenas Casillas,176 lbs. (80 kg) at 5'6'' (1.68 m),"Ciudad de México, Ciudad de México (Mexico)",1st December 1945,28th March 1969 (52 years ago),Lobo Rubio,??th December 2005,,
1321,María Dolores González,148 lbs. (67 kg) at 5'4'' (1.63 m),"Juárez, Chihuahua (Mexico)",2nd March 1959 (age 63),17th July 1975 (46 years ago),Lola González ,,,
1322,Kazutaka Umemoto,196 lbs. (89 kg) at 5'11'' (1.80 m),"Kyoto, Kyoto (Japan)",29th January 1966 (age 56),29th July 2000 (21 years ago),Macho Pump,,,
1323,Pedro Olveda González,161 lbs. (73 kg) at 5'8'' (1.73 m),"Monterrey, Nuevo León (Mexico)",31st March 1974 (age 47),??th October 1992,Makabre,,,
1328,Aristóteles Radamés Coccó Flores,220 lbs. (100 kg) at 5'9'' (1.75 m),"Ciudad de México, Ciudad de México (Mexico)",13th March 1955,1st May 1983 (38 years ago),Masakre,12th April 2012,,
1333,Cesáreo Anselmo Manríquez González,275 lbs. (125 kg) at 6'3'' (1.91 m),"Chihuahua, Chihuahua (Mexico)",27th August 1920,1950,Médico Asesino,16th June 1960,,
1340,Manuel Cota Soto,185 lbs. (84 kg) at 5'7'' (1.70 m),"Municipio del Fuerte, Sonora (Mexico)",5th June 1954,1978,Mocho Cota,22nd December 2016,,
1347,Nick Dealy,226 lbs. (103 kg) at 6'1'' (1.85 m),Rhode Island (United States of America),,,Arch Kincaid,,,
1359,unknown,222 lbs. (101 kg) at 6'2'' (1.88 m),"Baton Rouge, Louisiana (United States of America)",,6th March 1998 (24 years ago),Boyce LeGrande,,,
1361,unknown,204 lbs. (93 kg) at 5'7'' (1.70 m),"San José, California (United States of America)",,6th September 1994 (27 years ago),Super Diablo,,,
1364,Terri Nicole Ash,,"San Francisco, California (United States of America)",,,Miss TNA,,,
1365,unknown,215 lbs. (98 kg) at 6'2'' (1.88 m),"San Francisco, California (United States of America)",23rd March ???,25th September 1998 (23 years ago),Jason Deadrich,,,
1369,unknown,241 lbs. (109 kg) at 6'1'' (1.85 m),"Gooding, Idaho (United States of America)",,29th March 1995 (26 years ago),Frank Murdoch,,,
1370,unknown,216 lbs. (98 kg) at 6'1'' (1.85 m),"Oakland, California (United States of America)",,9th June 1996 (25 years ago),Jay Smooth,,,
1372,Michael Rabeck,283 lbs. (128 kg) at 6'5'' (1.96 m),"St. Louis, Missouri (United States of America)",,17th September 1993 (28 years ago),Maxx Justice,,,
1374,unknown,239 lbs. (108 kg) at 6'0'' (1.83 m),"El Paso, Texas (United States of America)",,1st May 1999 (22 years ago),Ma'och,,,
1375,Edward David Giovannetti,294 lbs. (133 kg) at 5'10'' (1.78 m),"Portland, Oregon (United States of America)",17th November 1957 (age 64),??th April 1978,Ed Moretti,,,
1377,unknown,182 lbs. (83 kg) at 5'9'' (1.75 m),"Philadelphia, Pennsylvania (United States of America)",,25th September 1998 (23 years ago),Jardi Frantz,,,
1378,unknown,235 lbs. (107 kg) at 5'7'' (1.70 m),"San José, California (United States of America)",,,Ric Thompson,,,
1389,John Paul Johnson,232 lbs. (105 kg) at 6'4'' (1.93 m),"Apple Valley, Minnesota (United States of America)",16th May 1981 (age 40),8th February 2002 (20 years ago),John Johnson,,,
1392,unknown,232 lbs. (105 kg) at 6'1'' (1.85 m),"Manville, New Jersey (United States of America)",1st October ???,??th April 2000,Roman Zachary,,,
1395,unknown,175 lbs. (79 kg) at 5'9'' (1.75 m),"Ridgefield Park, New Jersey (United States of America)",16th December ???,??th June 2002,Sean Royal,,,
1396,Danilo Anfibio,175 lbs. (79 kg) at 5'7'' (1.70 m),"Woodland Park, New Jersey (United States of America)",29th October 1987 (age 34),??th June 2002,Dan Eckos,,,
1397,unknown,205 lbs. (93 kg) at 5'10'' (1.78 m),"Dumont, New Jersey (United States of America)",24th March ???,??th September 2003,Aaron Stride,,,
1398,unknown,195 lbs. (88 kg) at 6'0'' (1.83 m),"Point Pleasant, New Jersey (United States of America)",28th April ???,??th November 2001,Travis Blake,,,
1399,unknown,220 lbs. (100 kg) at 6'0'' (1.83 m),"Maplewood, New Jersey (United States of America)",8th July ???,2001,Shawn Donavan,,,
1405,unknown,255 lbs. (116 kg) at 6'2'' (1.88 m),"Philadelphia, Pennsylvania (United States of America)",5th May 1971 (age 50),1991,Harley Lewis,,,
1409,unknown,235 lbs. (107 kg) at 6'1'' (1.85 m),United States of America,,1992,Danny Dominion,,,
1431,Yutaka Fukuda,168 lbs. (76 kg) at 5'6'' (1.68 m),"Takatsuki, Osaka (Japan)",11th August 1974 (age 47),2nd May 1999 (22 years ago),Yutaka Fukuda,,,
1432,Nitohei Oyanagai,157 lbs. (71 kg) at 5'8'' (1.73 m),"Aomori, Aomori (Japan)",27th April 1976 (age 45),2nd September 2000 (21 years ago),Kinya Oyanagi,,,
1436,George Gavras,205 lbs. (93 kg) at 6'1'' (1.85 m),"Beverly Hills, California (United States of America)",,8th September 2001 (20 years ago),GQ,,,
1447,Masahiko Takasugi,231 lbs. (105 kg) at 5'9'' (1.75 m),"Hiratsuka, Kanagawa (Japan)",17th June 1955 (age 66),4th September 1977 (44 years ago),Ultraseven,,,
1458,Andrew Anderson,215 lbs. (98 kg) at 5'10'' (1.78 m),"Winnipeg, Manitoba (Canada)",22nd February 1975 (age 47),6th June 1996 (25 years ago),Andy Anderson,,,
1459,Shusaku Wada,179 lbs. (81 kg) at 5'8'' (1.73 m),Ibaraki (Japan),30th August 1977 (age 44),??th February 2000,SHU,,,
1463,Takashi Hijikata,209 lbs. (95 kg) at 5'9'' (1.75 m),"Sayama, Saitama (Japan)",17th May 1978 (age 43),7th February 1998 (24 years ago),Ryuji Hijikata,,,
1471,unknown,238 lbs. (108 kg) at 6'3'' (1.91 m),United States of America,1956,1974,Ervin Smith,,,
1480,Shogo Takagi,163 lbs. (74 kg) at 5'8'' (1.73 m),"Shimizu, Shizuoka (Japan)",5th October 1976 (age 45),2nd December 2001 (20 years ago),Sunday*Shogo,,,
1485,Takayuki Yagi,176 lbs. (80 kg) at 5'7'' (1.70 m),"Asahi, Chiba (Japan)",20th March 1975 (age 46),19th January 2001 (21 years ago),Takayuki Yagi,,,
1490,Masatake Kusatsu,260 lbs. (118 kg) at 6'3'' (1.91 m),"Kumamoto, Kumamoto (Japan)",13th February 1942,,Great Kusatsu,21st June 2008,,
1492,Melvin Walker,260 lbs. (118 kg) at 6'2'' (1.88 m),"Washington, District of Columbia (United States of America)",10th August 1982 (age 39),??th August 2003,Cruz Walker,,,
1497,Kengo Takai,216 lbs. (98 kg) at 5'8'' (1.73 m),"Kameyama, Mie (Japan)",18th June 1978 (age 43),1st March 1998 (24 years ago),Kengo Takai,,,
1498,Roy Lee Albern,264 lbs. (120 kg) at 5'11'' (1.80 m),"Muskogee, Oklahoma (United States of America)",8th October 1933,,Ripper Collins,12th November 1991,,
1505,Adam Matthew Ellerman,225 lbs. (102 kg) at 6'1'' (1.85 m),"Chicago Heights, Illinois (United States of America)",24th July 1986,??th November 2001,Adam Evans,27th January 2022,,
1510,unknown,230 lbs. (104 kg) at 5'11'' (1.80 m),"Cherokee, North Carolina (United States of America)",,1998,Billy Fives,,,
1511,Karl Moffat,,United States of America,,1983,Jason the Terrible,,,
1512,unknown,265 lbs. (120 kg) at 6'1'' (1.85 m),Puerto Rico,,,Jason the Terrible,,,
1516,Sasha Bryant,110 lbs. (50 kg) at 5'6'' (1.68 m),"Redondo Beach, California (United States of America)",5th February ???,1999,Savvy Sasha,,,
1517,Andrew Geoffrey Kaufman,175 lbs. (79 kg) at 5'10'' (1.78 m),"New York City, New York (United States of America)",17th January 1949,1978,Andy Kaufman,16th May 1984,,
1526,Tony Verdi,193 lbs. (88 kg) at 5'10'' (1.78 m),"Greensboro, North Carolina (United States of America)",10th May 1984 (age 37),1999,Trent Wylde,,,
1530,unknown,,"Kansas City, Missouri (United States of America)",26th June 1951 (age 70),,Davey O'Hannon,,,
1537,William Dean Vaughn,264 lbs. (120 kg) at 6'1'' (1.85 m),United States of America,28th September 1940,,Rip Tyler,3rd December 1997,,
1541,Steve A. Gobrukovich,225 lbs. (102 kg) at 5'10'' (1.78 m),Croatia,3rd August 1915,,Nicoli Volkoff,29th August 2001,,
1544,Mark Bryan,250 lbs. (113 kg) at 5'9'' (1.75 m),"Kettering, Ohio (United States of America)",,1993,Maniac Mark Mustang,,,
1546,Corey Peloquin,235 lbs. (107 kg) at 6'1'' (1.85 m),"Hartney, Manitoba (Canada)",3rd October 1968 (age 53),25th September 1985 (36 years ago),Chi Chi Cruz,,,
1549,Rick Bassman,138 lbs. (63 kg) at 5'4'' (1.63 m),"Los Angeles, California (United States of America)",20th November 1960 (age 61),1985,Rick Bassman,,,
1551,Rubén Cruz,265 lbs. (120 kg) at 6'1'' (1.85 m),Bayamón (Puerto Rico),14th July 1950,,Hércules Ayala,22nd January 2020,,
1556,Satoru Makita,202 lbs. (92 kg) at 5'9'' (1.75 m),"Toyokawa, Aichi (Japan)",27th March 1980 (age 41),21st June 2000 (21 years ago),Soldier,,,
1558,unknown,215 lbs. (98 kg) at 5'10'' (1.78 m),"Mount Pleasant, Pennsylvania (United States of America)",,??th January 1999,Dirk Ciglar,,,
1559,unknown,175 lbs. (79 kg) at 5'7'' (1.70 m),"New York City, New York (United States of America)",,3rd April 2004 (17 years ago),Jimmy DeMarco,,,
1561,unknown,255 lbs. (116 kg) at 6'0'' (1.83 m),"Moncton, New Brunswick (Canada)",2nd June 1972 (age 49),24th May 1997 (24 years ago),Wildman Austin,,,
1563,unknown,266 lbs. (121 kg) at 6'5'' (1.96 m),"Stratford, Prince Edward Island (Canada)",7th November 1974 (age 47),1998,Mike Hughes,,,
1565,Michael Boehne,234 lbs. (106 kg) at 6'3'' (1.91 m),"Chicago, Illinois (United States of America)",2nd February 1975 (age 47),2000,Eric Priest,,,
1569,unknown,203 lbs. (92 kg) at 6'0'' (1.83 m),"Atlanta, Georgia (United States of America)",26th August 1985 (age 36),??th September 2000,Eric Darkstorm,,,
1570,Aaron Eugene Ha'aheo Nelson,265 lbs. (120 kg) at 5'9'' (1.75 m),"Honolulu, Hawaii (United States of America)",20th May 1983 (age 38),23rd June 2001 (20 years ago),Cameron Star,,,
1577,Octavio Gaona Oliva,196 lbs. (89 kg) at 5'8'' (1.73 m),"León de los Aldama, Guanajuato (Mexico)",22nd March 1902,??th October 1934,Octavio Gaona,26th June 1996,,
1587,Kim Kanner,,"Malibu, California (United States of America)",20th April 1966 (age 55),2000,Shakira ,,5'5'' (1.65 m),
1589,Daiyu Kawauchi,231 lbs. (105 kg) at 5'10'' (1.78 m),"Fukuoka, Fukuoka (Japan)",8th February 1977 (age 45),25th October 1998 (23 years ago),Shingen,,,
1591,Takashi Tachibana,183 lbs. (83 kg) at 5'8'' (1.73 m),Japan,23rd June 1978 (age 43),29th April 2000 (21 years ago),Takashi Tachibana,,,
1592,Yvon Robert,250 lbs. (113 kg) at 6'0'' (1.83 m),"Montréal, Quebec (Canada)",8th October 1914,4th April 1932 (89 years ago),Yvon Robert,12th July 1971,,
1593,unknown,242 lbs. (110 kg) at 6'1'' (1.85 m),"Montréal, Quebec (Canada)",,1967,Yvon Robert Jr.,30th April 2008,,
1596,Shin'ichi Nakano,242 lbs. (110 kg) at 6'1'' (1.85 m),"Yokohama, Kanagawa (Japan)",14th March 1963 (age 59),1st March 1980 (42 years ago),Shin'ichi Nakano,,,
1597,Michiaki Yoshimura,238 lbs. (108 kg) at 6'0'' (1.83 m),"Gifu, Gifu (Japan)",19th September 1926,??th April 1954,Michiaki Yoshimura,15th February 2003,,
1599,unknown,190 lbs. (86 kg) at 5'10'' (1.78 m),"Providence, Rhode Island (United States of America)",,,Glenn Spectre,,,
1601,unknown,174 lbs. (79 kg) at 5'5'' (1.65 m),Shiga (Japan),14th January 1952 (age 70),1973,Kosuke Hashimoto,,,
1602,Umenosuke Sato,207 lbs. (94 kg) at 6'0'' (1.83 m),"Yokote, Akita (Japan)",5th January 1917,1953,Umenosuke Kiyomigawa,13th October 1980,,
1603,Nobuyoshi Sugawara,220 lbs. (100 kg) at 5'11'' (1.80 m),"Oga, Akita (Japan)",10th February 1954 (age 68),17th September 1979 (42 years ago),Apollo Sugawara,,,
1613,Antonius Johannes Geesink,287 lbs. (130 kg) at 6'6'' (1.98 m),"Utrecht, Utrecht (Netherlands)",6th April 1934,,Anton Geesink,27th August 2010,,
1614,Willem Ruska,264 lbs. (120 kg) at 6'5'' (1.96 m),"Amsterdam, Noord-Holland (Netherlands)",29th August 1940,,Wilhelm Ruska,14th February 2015,,
1615,Isamu Sakae,202 lbs. (92 kg) at 5'9'' (1.75 m),"Kagoshima, Kagoshima (Japan)",25th May 1951,1973,Snake Amami,30th April 1981,,
1616,Donald Leo Shin Bou,235 lbs. (107 kg) at 6'1'' (1.85 m),Singapore,,,Donald Takeshi,,,
1617,Tadayoshi Fujita,249 lbs. (113 kg) at 5'5'' (1.65 m),"Tagawa, Fukuoka (Japan)",11th February 1924,,Tadayoshi Fujitayama,9th May 1969,,
1621,Mike Willis,212 lbs. (96 kg) at 6'4'' (1.93 m),"Surrey, British Columbia (Canada)",23rd March 1983 (age 38),9th February 2001 (21 years ago),DK Roc,,,
1626,Pamela Paulshock,120 lbs. (54 kg) at 5'6'' (1.68 m),"Baltimore, Maryland (United States of America)",5th January 1976 (age 46),2000,Pamela Paulshock,,,
1630,TJ Henderson,402 lbs. (182 kg) at 5'10'' (1.78 m),United States of America,,,Sweet Daddy Watts,,,
1636,Arthur Nelson,246 lbs. (112 kg) at 5'11'' (1.80 m),"Windsor, Ontario (Canada)",13th September 1927,,Art Neilson,28th October 1983,,
1639,Johann Trestler,,Wien (Austria),1885,,Johann Trestler,??th July 1958,,
1640,Mike Barber,231 lbs. (105 kg) at 6'0'' (1.83 m),"Houston, Texas (United States of America)",1934,,Armand Hussian,31st December 2007,,
1644,Frank Earl Black,245 lbs. (111 kg) at 6'2'' (1.88 m),"Sydney, New South Wales (Australia)",29th July 1943 (age 78),1966,Earl Black,,,
1645,Jason Royce,274 lbs. (124 kg) at 6'4'' (1.93 m),"Denton, Texas (United States of America)",14th February 1977 (age 45),1997,Blackjack Phoenix,,,
1650,Numa Blanchard,235 lbs. (107 kg) at 6'2'' (1.88 m),"Laplace, Louisiana (United States of America)",31st August ???,8th December 1995 (26 years ago),Blade Boudreaux,,,
1652,Adolph Henry Mittelstadt,250 lbs. (113 kg) at 6'3'' (1.91 m),"Camrose, Alberta (Canada)",5th November 1910,1931,Al Mills,7th October 1961,,
1653,Henry W. Mittelstadt,270 lbs. (122 kg) at 6'3'' (1.91 m),"Camrose, Alberta (Canada)",,16th November 1948 (73 years ago),Tiny Mills,27th June 1987,,
1657,unknown,255 lbs. (116 kg) at 6'0'' (1.83 m),"Montréal, Quebec (Canada)",13th February 1939 (age 83),,Lumberjack Pierre,,,
1661,Joseph DiTommaso,,"Montréal, Quebec (Canada)",,,Joe Tomasso,30th April 1988,,
