,Real Name,Birthplace,Date of Birth,wrestler_name,Weight and Height,Debut,Height,Date of Death,Weight
17191,Robbie Olivier,United Kingdom,,Robbie Olivier,145 lbs. (66 kg) at 5'6'' (1.68 m),2nd February 2002 (20 years ago),,,
17192,Jake Bostwick,United Kingdom,,Jake Bostwick,,28th May 2006 (15 years ago),,,
17193,Robert Berry,"London, Greater London, England (United Kingdom)",1st January 1970 (age 52),Robert Berry,250 lbs. (113 kg) at 6'3'' (1.91 m),29th April 2001 (20 years ago),,,
17194,Paul Jenkins,United Kingdom,,Paul Jenkins,155 lbs. (70 kg) at 5'9'' (1.75 m),12th November 2000 (21 years ago),,,
17195,Alex Aristides Reid,"Aldershot, Hampshire, England (United Kingdom)",21st August 1975 (age 46),Alex Reid,185 lbs. (84 kg) at 6'0'' (1.83 m),25th November 2000 (21 years ago),,,
17197,unknown,"Laredo, Texas (United States of America)",,Sexy Flor,,2009,,,
17198,unknown,United Kingdom,,Black Samurai Jr.,180 lbs. (82 kg) at 5'6'' (1.68 m),2006,,,
17199,Santiago Ortiz Quintal,"Hunucmá, Yucatán (Mexico)",1945,El Corsario,,,,31st December 2018,
17200,unknown,Nuevo León (Mexico),27th December 1981 (age 40),Rey Imágen,,,5'10'' (1.78 m),,
17202,unknown,"Ciudad de México, Ciudad de México (Mexico)",,El Látigo Blanco,185 lbs. (84 kg) at 5'6'' (1.68 m),1998,,,
17203,Juan Bautista,"Los Angeles, California (United States of America)",15th June 1978 (age 43),Lestat,170 lbs. (77 kg) at 5'6'' (1.68 m),2002,,,
17205,Michael Schneider,Odessa (Ukraine),23rd November 1949 (age 72),Michael Schneider,,,,,
17206,unknown,Mexico,,Abejorro,,,,,
17207,unknown,Mexico,23rd May 1976 (age 45),Tonina Jackson Jr.,,,,,
17208,Roman Zentsov,"Brjansk, Brjansk (Russia)",10th September 1973 (age 48),Roman Zentsov,230 lbs. (104 kg) at 6'1'' (1.85 m),9th April 2000 (21 years ago),,,
17209,unknown,Mexico,17th February 1989 (age 33),Tigre Rojo Jr.,,,,,
17211,unknown,"Reynosa, Tamaulipas (Mexico)",,Asterisco Jr.,,30th April 2002 (19 years ago),,,
17212,unknown,Mexico,13th January 1980 (age 42),Araña Cibernética,,,,,
17215,unknown,"Juárez, Chihuahua (Mexico)",,Óxido,,2008,,,
17216,Gustavo López,Puebla (Mexico),1975,King Jaguar,,1990,,,
17219,unknown,,,Tom Clark,,,,,
17220,Peter J. Bartu,"Brunswick, New Jersey (United States of America)",1st June 1910,Pete Bartu,155 lbs. (70 kg) at 5'7'' (1.70 m),,,28th June 1972,
17223,unknown,,,Edmund McGuire,,,,,
17225,unknown,,,Paul Rose,,,,,
17226,unknown,,,Steven Davis,,1998,,,
17227,unknown,,,JT Calhoun,,,,,
17228,unknown,,,Shane Rich,,,,,
17229,Lorena Ruth Lawrence Harrod,"Bowling Green, Kentucky (United States of America)",10th October 1933,Ruth Waters,,,,1st October 2009,
17230,G. Frank Herrick,,1868,Frank Herrick,,,,23rd August 1956,
17231,Theodore Tonnemann,Nordrhein-Westfalen (Germany),1st March 1882,Ted Tonnemann,,,5'8'' (1.73 m),14th January 1945,
17233,unknown,"Paris, Île-de-France (France)",,Emile Vervet,,,,,
17234,unknown,Bulgaria,1864,Kurtdereli Mehmet,,,,11th April 1939,
17235,unknown,Martinique,15th October 1875,Anastase Anglio,265 lbs. (120 kg) at 6'2'' (1.88 m),,,??th November 1929,
17236,unknown,,,Clement le Terrassier,,,,,
17237,Alexander Järvinen ,Finland,26th July 1884,Alex Järvinen,,,,8th December 1921,
17238,unknown,Finland,1884,Iivari Tuomisto,,,,1953,
17239,Ronald Martinez,"Tampa, Florida (United States of America)",,Ron Martinez,,,,18th February 2010,
17241,unknown,Veracruz de Ignacio de la Llave (Mexico),,Relámpago Cárdenas,,,,31st May 2010,
17243,Ernst Albert,"Basel, Basel-Stadt (Switzerland)",23rd August 1918 (age 103),Ernst Albert,,??th January 1953,,,
17244,Oskar Müller,"Bamberg, Bayern (Germany)",26th March 1926 (age 95),Oskar Müller,194 lbs. (88 kg) at 5'10'' (1.78 m),1950,,,
17246,unknown,"Duisburg, Nordrhein-Westfalen (Germany)",,Otto Kretschmer,,,,,
17247,Josef Berber,Wien (Austria),19th January 1931,Adi Berber Jr.,,,,XXXX,
17248,Franz Vorhemus,Austria,,Leif Rasmussen,,,,,
17252,unknown,"Bremen, Bremen (Germany)",,Terry Debrah,243 lbs. (110 kg) at 6'5'' (1.96 m),20th November 2009 (12 years ago),,,
17253,Hermann Simon,"Koblenz, Rheinland-Pfalz (Germany)",19th December 1906,Hermann Simon,,,,7th April 1987,
17254,unknown,"Warszawa, Mazowieckie (Poland)",2nd June 1906,Josef Miazio,,,,XXXX,
17256,unknown,,,Stormy Granzig,,,,,
17258,unknown,Mexico,30th March 1963 (age 58),Chavo Lomelí,,,,,
17259,unknown,California (United States of America),3rd April 1989 (age 32),Erica Torres ,130 lbs. (59 kg) at 5'2'' (1.57 m),,,,
17260,Richard Vogt,"Hamburg, Hamburg (Germany)",26th January 1913,Riedel Vogt,,,,12th July 1988,
17261,Dietrich Hucks,"Duisburg, Nordrhein-Westfalen (Germany)",12th June 1919,Dieter Hucks,,,,21st June 1990,
17262,unknown,France,,Claude Montourcy,,,,,
17263,unknown,Hungary,1922,Per Martinec,,,,??th December 1975,
17264,unknown,Belgium,,Pietro le Belge,,,,,
17265,Matt MacCorkle,"Tuckerton, New Jersey (United States of America)",27th December 1986 (age 35),Matt Saigon,,,,,
17266,James Pillman,New Jersey (United States of America),1979,Diego DeMarco,,,6'0'' (1.83 m),,
17267,unknown,Campeche (Mexico),28th February 1977 (age 45),Moncho Cachondo,,,,,
17268,unknown,Campeche (Mexico),,Sadico,,,,,
17269,unknown,Campeche (Mexico),,Yankee,,,,,
17270,unknown,Mexico,,Mecánico Infernal,,,,,
17271,unknown,Mexico,,Bad Falcon,,,,,
17272,unknown,Nuevo León (Mexico),,Insane,,16th April 2006 (15 years ago),,,
17273,unknown,Mexico,,Cronic,,,,,
17274,Sassy Hoffman,United States of America,,Sassy Hoffman,,,,,
17275,Maribel Gutiérrez Zamora,Mexico,2nd May 1984 (age 37),La Maestra ,,2007,,,
17276,unknown,,1888,Jack McGrath,,,,17th May 1941,
17277,Charles Howard Zalopany,Hawaii (United States of America),14th November 1920,Hilo Lee Kolima,280 lbs. (127 kg) at 6'3'' (1.91 m),,,23rd November 1995,
17278,Richard A. Brown,"Overland Park, Kansas (United States of America)",17th July 1929,Richard Brown,,??th September 1953,,16th September 2019,
17279,unknown,Mexico,,Coco Blanco,,,,,
17281,unknown,Mexico,,Panda Sureño,,,,,
17282,unknown,Mexico,,Lucero Negro,,,,,
17283,unknown,Mexico,,Águila de Fuego,,,,,
17284,Jean Jourlin,France,1st December 1904,Jean Jourlin,,,,XXXX,
17285,unknown,Mexico,,El Durango Villano,,,,,
17286,Paul John Kisselbach,"East St. Louis, Illinois (United States of America)",17th August 1912,Paul Kisselbach,,,5'8'' (1.73 m),10th September 1949,
17287,unknown,,,Johnny Kisselbach,,,,,
17288,Ralph Wilson,Indiana (United States of America),2nd October 1904,Dr. Ralph Wilson,250 lbs. (113 kg) at 5'11'' (1.80 m),22nd June 1928 (93 years ago),,4th February 1993,
17289,George Edward Trafton,"Chicago, Illinois (United States of America)",6th December 1896,George Trafton,230 lbs. (104 kg) at 6'2'' (1.88 m),,,5th September 1971,
17290,George Manich,Austria,3rd March 1896,George Manich,210 lbs. (95 kg) at 6'0'' (1.83 m),,,8th December 1976,
17291,unknown,"Thunder Bay, Ontario (Canada)",,Rocco Dorsey,260 lbs. (118 kg) at 6'0'' (1.83 m),18th June 1993 (28 years ago),,,
17292,unknown,,,Joe Rinaldi,,,,,
17293,unknown,,,Walter Percy,,,,,
17294,George Alexander Gleboff,Kutaisi (Georgia),19th February 1891,Ermak Harkovosky,235 lbs. (107 kg) at 6'6'' (1.98 m),,,7th February 1960,
17295,unknown,,,Jack McArthur,,,,XXXX,
17296,Jack Duane Ellena,"Susanville, California (United States of America)",27th October 1931 (age 90),Jack Ellena,223 lbs. (101 kg) at 6'1'' (1.85 m),30th March 1955 (66 years ago),,,
17297,Thomas G. Meade,"Los Angeles, California (United States of America)",16th July 1914,Tommy Mead,,,,14th April 1939,
17298,unknown,,,Ted Key,,,,,
17299,Lloyd Sumner Burdick,Illinois (United States of America),8th August 1908,Lloyd Burdick,258 lbs. (117 kg) at 6'6'' (1.98 m),30th July 1930 (91 years ago),,10th August 1945,
17301,unknown,,,Michael Paradanoff,,,,,
17303,Richard Ralph Ronigkeit,Germany,29th July 1902,Richard Stahl,218 lbs. (99 kg) at 6'1'' (1.85 m),,,30th September 1977,
17305,unknown,"Berlin, Berlin (Germany)",,Oskar Luppa,,,,XXXX,
17306,unknown,"Hamburg, Hamburg (Germany)",,Hermann Schulz,,,,1939,
17308,Juan Levy Rodríguez,Argentina,,Genghis Khan,,,,6th October 2009,
17309,Irving Halpern,,,Irving Halpern,,,,,
17310,James Robert Morrow,,,Bob Morrow,,,,,
17311,Ted Tourtas,,??th February 1920,Ted Tourtas,,,,,
17312,Alton Underwood Philpott,"Miami, Texas (United States of America)",1st August 1910,Don Carver,165 lbs. (75 kg) at 5'6'' (1.68 m),,,18th August 1948,
17313,unknown,,,Cab Cashford,,,,,
17314,Vern Ivan Russell Taft,"Richmond, Utah (United States of America)",22nd November 1920,Vern Taft,,1949,,3rd August 1991,
17317,Jeremy Umphries,United States of America,,Jeremy Umphries,155 lbs. (70 kg) at 5'10'' (1.78 m),3rd February 2006 (16 years ago),,,
17318,RJ Clifford,United States of America,,RJ Clifford,,26th October 2006 (15 years ago),,,155 lbs. (70 kg)
17320,Mark Holst,"Gatineau, Quebec (Canada)",14th August 1984 (age 37),Mark Holst,155 lbs. (70 kg) at 6'0'' (1.83 m),14th January 2006 (16 years ago),,,
17321,unknown,Estado de México (Mexico),1992,Moria,176 lbs. (80 kg) at 5'6'' (1.68 m),20th April 2010 (11 years ago),,,
17322,unknown,Mexico,,Cazador Salvaje #1,,1995,,,
17323,unknown,Coahuila de Zaragoza (Mexico),,Payaso Negro #2,,,,,
17324,unknown,"Saltillo, Coahuila de Zaragoza (Mexico)",4th October 1975,Eclipse,,,,18th October 2018,
17325,unknown,Mexico,,Imperio Rojo,,,,,
17326,Reon Mahima,,28th July 1987 (age 34),Rhys Ali,,,,,
17327,unknown,,,Dan Davey,,,,,
17328,unknown,,,Laura del Rio ,,,,,
17330,Julian Bradley,"Philadelphia, Pennsylvania (United States of America)",,Kris Krude,,,,,
17331,Charles Paul Bender III.,"Salem, New Hampshire (United States of America)",1975,Chuck Etchels,,,,8th June 2010,
17333,unknown,United States of America,25th January ???,Flyin' Ryan,175 lbs. (79 kg) at 5'7'' (1.70 m),2009,,,
17337,unknown,"Ciudad de México, Ciudad de México (Mexico)",20th March 1993 (age 29),Sadika ,178 lbs. (81 kg) at 5'7'' (1.70 m),2009,,,
17338,unknown,Mexico,,ATM,,1990,,,
17339,unknown,Nuevo León (Mexico),,Laser King,,,,,
17340,unknown,,,Andrew the Director,,,,,
17341,Anthony Leone,"Center Moriches, New York (United States of America)",27th May 1987 (age 34),Anthony Leone,145 lbs. (66 kg) at 5'6'' (1.68 m),28th June 2008 (13 years ago),,,
17345,Yuma Ishizuka,"Saitama, Saitama (Japan)",15th April 1983 (age 38),Yuma Ishizuka,155 lbs. (70 kg) at 5'9'' (1.75 m),7th October 2007 (14 years ago),,,
17346,Ikkei Nagamura,Kyoto (Japan),2nd September 1976 (age 45),Ikkei Nagamura,185 lbs. (84 kg) at 6'0'' (1.83 m),11th November 2007 (14 years ago),,,
17347,Yasubey Enomoto,"Zürich, Zürich (Switzerland)",15th December 1983 (age 38),Yasubey Enomoto,170 lbs. (77 kg) at 5'11'' (1.80 m),18th February 2006 (16 years ago),,,
17348,Katsuya Toida,"Nagano, Nagano (Japan)",6th January 1977 (age 45),Katsuya Toida,145 lbs. (66 kg) at 5'5'' (1.65 m),18th September 1998 (23 years ago),,,
17349,Chang Seob Lee,Gumi (South Korea),10th October 1980 (age 41),Chang Seob Lee,205 lbs. (93 kg) at 5'8'' (1.73 m),24th June 2007 (14 years ago),,,
17350,Heather Zumhofe,"Portland, Oregon (United States of America)",,The Virgin Heather Marie ,101 lbs. (46 kg) at 5'9'' (1.75 m),29th April 2000 (21 years ago),,,
17351,Ronny Marki Sales da Silva,"Natal, Rio Grande do Norte (Brazil)",21st April 1988 (age 33),Ronny Markes,185 lbs. (84 kg) at 6'1'' (1.85 m),27th January 2007 (15 years ago),,,
17353,Jason Brumfield,"Salisbury, Maryland (United States of America)",16th August 1982 (age 39),Jason Stone,,,5'5'' (1.65 m),,
17356,Jerry Jenkins,,1944,JJ Jenkins,,,,18th June 2010,
17357,Julian Moreno,"Haverhill, Massachusetts (United States of America)",30th March 1989 (age 32),Julian Starr,,??th June 2009,6'0'' (1.83 m),,
17360,unknown,"Tijuana, Baja California (Mexico)",31st January 1976 (age 46),Mr. Maldito,,2006,,,
17361,Alan Carnil,Iowa (United States of America),12th March 1962,Beetlejuice,,,,25th January 2004,
17362,unknown,"Ciudad de México, Ciudad de México (Mexico)",,Frisbee,,,,,
17363,unknown,Nuevo León (Mexico),,Dark Shadow,,,,,
17364,unknown,"Monterrey, Nuevo León (Mexico)",26th June 1988 (age 33),Kaos,,,,,
17365,unknown,Mexico,,Apolo Chino,,,,,
17366,unknown,Mexico,,Power Man,,,,,
17367,unknown,Morelos (Mexico),,Polvo de Diamantes,,,,,
17368,unknown,Morelos (Mexico),,Aventurero,,,,,
17369,Stacy Wayne McLamb,"Fayetteville, North Carolina (United States of America)",4th May 1978,Stacy McLamb,,,,13th October 2009,
17371,unknown,,,Devin Allen,,,,,
17374,unknown,"San Diego, California (United States of America)",1983,Amazing Web,,,6'4'' (1.93 m),,
17375,Gil Vasquez,"Commerce, California (United States of America)",3rd November 1980 (age 41),BC Killer,,,,,
17376,unknown,,,Mike Alfano,,,5'11'' (1.80 m),,
17377,unknown,,,Chris Frazier,,,,,
17379,Ron Keslar,"Mount Pleasant, Pennsylvania (United States of America)",,Ron Keslar,185 lbs. (84 kg) at 6'0'' (1.83 m),16th December 2006 (15 years ago),,,
17380,Bret Bergmark,"Concord, California (United States of America)",24th November 1973 (age 48),Bret Bergmark,170 lbs. (77 kg) at 5'9'' (1.75 m),3rd August 2002 (19 years ago),,,
17381,Gareth Joseph,United States of America,,Gareth Joseph,,20th July 2007 (14 years ago),,,205 lbs. (93 kg)
17382,Yancy Medeiros,"Makaha, Hawaii (United States of America)",17th September 1987 (age 34),Yancy Medeiros,155 lbs. (70 kg) at 5'10'' (1.78 m),19th October 2007 (14 years ago),,,
17384,unknown,"Greenock, Ontario (Canada)",6th January 1887,Jack Taylor,212 lbs. (96 kg) at 6'1'' (1.85 m),1911,,19th May 1956,
17385,unknown,,,Flex Tolley,,,,,
17386,unknown,,16th December ???,Sammi Lane ,,,,,
17387,unknown,,,Juvi Hall ,,,,,
17389,unknown,Nuevo León (Mexico),,Clave Veinte,,1st February 2007 (15 years ago),,,
17390,Kristopher Davies,"Newcastle upon Tyne, Tyne and Wear, England (United Kingdom)",18th August ???,Big Kris,,20th March 2010 (12 years ago),,,
17391,unknown,"Durham, England (United Kingdom)",,Gail Force,,8th May 2010 (11 years ago),,,
17392,unknown,"Sunderland, Tyne and Wear, England (United Kingdom)",,Kitty Morgan ,133 lbs. (60 kg) at 5'6'' (1.68 m),6th March 2010 (12 years ago),,,
17394,David Branch,"New York City, New York (United States of America)",23rd December 1981 (age 40),Dave Branch,185 lbs. (84 kg) at 6'1'' (1.85 m),29th September 2007 (14 years ago),,,
17399,unknown,,,John Peterson,,,,,
17400,Angela Magana,"Farmington, New Mexico (United States of America)",2nd August 1983 (age 38),Angela Magana ,120 lbs. (54 kg) at 5'4'' (1.63 m),23rd March 2007 (14 years ago),,,
17401,Lynn Alvarez,"Las Vegas, Nevada (United States of America)",6th September 1985 (age 36),Lynn Alvarez,115 lbs. (52 kg) at 5'2'' (1.57 m),1st December 2007 (14 years ago),,,
17402,Lisa Ellis,"Seattle, Washington (United States of America)",15th November 1982 (age 39),Lisa Ellis ,115 lbs. (52 kg) at 5'0'' (1.52 m),6th November 2004 (17 years ago),,,
17403,Aisling Daly,"Dublin, Dublin (Ireland)",24th December 1987 (age 34),Aisling Daly ,125 lbs. (57 kg) at 5'3'' (1.60 m),5th May 2007 (14 years ago),,,
17404,Nick Mamalis,"Rock Springs, Wyoming (United States of America)",19th June 1986 (age 35),Nick Mamalis,135 lbs. (61 kg) at 5'7'' (1.70 m),9th September 2006 (15 years ago),,,
17405,Mark Oshiro,"Honolulu, Hawaii (United States of America)",,Mark Oshiro,135 lbs. (61 kg) at 5'8'' (1.73 m),16th October 2004 (17 years ago),,,
17406,Ulysses Gómez,"Los Angeles, California (United States of America)",25th May 1983 (age 38),Ulysses Gómez,125 lbs. (57 kg) at 5'6'' (1.68 m),20th March 2008 (14 years ago),,,
17409,unknown,Estado de México (Mexico),19th July ???,El Imposible,,,,,
17412,Young Sam Jung,South Korea,27th October 1985 (age 36),Young Sam Jung,145 lbs. (66 kg) at 5'10'' (1.78 m),14th October 2007 (14 years ago),,,
17413,Tatsuya Mizuno,"Ibaraki, Ibaraki (Japan)",2nd June 1981 (age 40),Tatsuya Mizuno,205 lbs. (93 kg) at 6'1'' (1.85 m),16th September 2006 (15 years ago),,,
17414,Yousseff Elias Yacoub,"Hartford, Connecticut (United States of America)",11th June 1985,Ian Griffin,230 lbs. (104 kg) at 6'4'' (1.93 m),2007,,15th October 2021,
17415,unknown,,,Dennis O'Brien,,,,,
17416,unknown,,,Bobby Bockwinkel,,,,,
17417,Richard Buster,,,Luis Torres,,,,22nd January 2015,
17418,Lee Lamrani Ibrahim Murray,"London, Greater London, England (United Kingdom)",12th November 1977 (age 44),Lee Murray,185 lbs. (84 kg) at 6'0'' (1.83 m),5th December 1999 (22 years ago),,,
17419,Geronimo dos Santos,"Feira de Santana, Bahia (Brazil)",18th August 1980 (age 41),Geronimo dos Santos,265 lbs. (120 kg) at 6'3'' (1.91 m),17th February 2006 (16 years ago),,,
17420,Ronald K. Mikolajczyk,"Passaic, New Jersey (United States of America)",2nd June 1950 (age 71),Ron Mikolajczyk,275 lbs. (125 kg) at 6'3'' (1.91 m),5th June 1973 (48 years ago),,,
17421,unknown,"Philadelphia, Pennsylvania (United States of America)",,Chris Wylde,195 lbs. (88 kg) at 5'7'' (1.70 m),2003,,,
17422,unknown,,,Jean Calvet,,,,,
17423,unknown,California (United States of America),,Ryan Kidd,,,,,
17425,unknown,Nuevo León (Mexico),,Lady Escorpión ,,,,,
17426,unknown,Morelos (Mexico),,Misterio Morelense,,,,,
17427,unknown,Morelos (Mexico),,Chamaco Galindo,,,,,
17428,unknown,Morelos (Mexico),,Mr. Barrios,,,,,
17429,unknown,Estado de México (Mexico),,Pikachú,,,,,
17430,unknown,"Ciudad de México, Ciudad de México (Mexico)",,Negro Casasola,,,,,
17433,Doug Marshall,,,Steven J. Girthy,,,,,
17434,unknown,,,Carlton Hightower,,,,,
17439,José Willamy Oliveira Freire,"Fortaleza, Ceará (Brazil)",28th July 1987 (age 34),Willamy Freire,155 lbs. (70 kg) at 5'9'' (1.75 m),10th March 2005 (17 years ago),,,
17440,unknown,,,Jim Peterson,,,,,
17441,Jorge Armando Cantú,Tamaulipas (Mexico),1980,Imágen,,1995,,12th July 2010,
17444,Travis Reddinger ,"Pittsburgh, Pennsylvania (United States of America)",3rd April 1982 (age 39),Travis Reddinger ,135 lbs. (61 kg) at 5'10'' (1.78 m),24th September 2005 (16 years ago),,,
17445,Ed West,"Tucson, Arizona (United States of America)",,Ed West,,27th March 2003 (18 years ago),,,135 lbs. (61 kg)
17446,unknown,"Alcoa, Tennessee (United States of America)",1984,Edward Idol,216 lbs. (98 kg) at 6'0'' (1.83 m),,,,
17447,Damian Grabowski ,"Opole, Opolskie (Poland)",12th May 1980 (age 41),Damian Grabowski ,230 lbs. (104 kg) at 6'1'' (1.85 m),24th June 2007 (14 years ago),,,
17448,Scott Barrett,United States of America,12th January 1983 (age 39),Scott Barrett,260 lbs. (118 kg) at 6'0'' (1.83 m),25th February 2007 (15 years ago),,,
17449,Mike Hayes,"Redmond, Washington (United States of America)",16th October 1980 (age 41),Mike Hayes,240 lbs. (109 kg) at 6'4'' (1.93 m),6th October 2007 (14 years ago),,,
17450,Hae Jun Yang,Seoul (South Korea),12th April 1988 (age 33),Hae Jun Yang,185 lbs. (84 kg) at 5'11'' (1.80 m),20th January 2008 (14 years ago),,,
17453,unknown,,,Clement Durocher,,,,,
17454,unknown,,,Paul Durocher,,,,,
17455,Nicholas Thomas Condos,"Hartford, Connecticut (United States of America)",23rd July 1908,Nick Condos,240 lbs. (109 kg) at 5'11'' (1.80 m),,,12th November 1973,
17456,Joseph Maxwell Tucker,,20th April 1906,Don Myers,,,,25th May 1971,
17457,John Arnold Smithson,"Glenwood, Minnesota (United States of America)",1905,Jack Romero,,,,23rd January 1938,
17458,Dan Bloze,,,Dan Winters,,,,,
17460,unknown,"Philadelphia, Pennsylvania (United States of America)",,Helter Skelter,190 lbs. (86 kg) at 6'0'' (1.83 m),7th March 2004 (18 years ago),,,
17461,unknown,"Washington, District of Columbia (United States of America)",26th February 1971 (age 51),Kevin Featherstone,250 lbs. (113 kg) at 6'3'' (1.91 m),1987,,,
17463,Doug Yasinsky,Pennsylvania (United States of America),1964,Doug Flex,275 lbs. (125 kg) at 6'2'' (1.88 m),1988,,,
17464,Dennis Alan Bunt,,25th October 1968 (age 53),Dennis Allen,230 lbs. (104 kg) at 5'10'' (1.78 m),16th October 1988 (33 years ago),,,
17465,Daniel W. Wolfe,,30th June 1972,Lost Boy Wolfe,,,,2nd February 2011,
17467,unknown,,,Duke Livingston,,1939,,,
17468,unknown,,,Trent Knight,,,,,
17469,unknown,,,Alan Kinsey,,,,,
17470,Brian E. Carreiro,"Hartford, Connecticut (United States of America)",9th April 1946,The Terminator,,,,12th March 2012,
