,Real Name,Birthplace,wrestler_name,Date of Birth,Debut,Weight and Height,Date of Death,Height,Weight
29715,unknown,Italy,Nazzareno Poggi,14th March 1894,,,22nd November 1977,,
29716,Terrence Hughes,"New Rochelle, New York (United States of America)",Terrence Hughes,25th February 1995 (age 27),,,,,
29717,Terrell Hughes,"New Rochelle, New York (United States of America)",Terrell Hughes,25th February 1995 (age 27),,,,,
29719,unknown,"Guadalajara, Jalisco (Mexico)",Calavera Charra,30th May 1992 (age 29),,,,,
29720,unknown,Mexico,Mini Bestia Magnifica,9th July 1966 (age 55),,,,,
29721,Tiffany Dodson,,Kira Khaotic ,,25th September 2010 (11 years ago),,,,
29722,unknown,"Chickamauga, Georgia (United States of America)",Toy Dodson,,,,,,
29723,unknown,,Brian Gott,,,,,,
29724,Bronwyne Billington,"Calgary, Alberta (Canada)",Dynamite Doll,1984,,,,,
29726,Sarah Kirkland,"Baltimore, Maryland (United States of America)",Sara Dox ,10th June 1990 (age 31),,,,,
29728,Crystal Coker,"Gray, Georgia (United States of America)",Malibu ,17th November ???,,,,,
29729,unknown,"Rossville, Georgia (United States of America)",Jessica Wetmore ,12th August 1986 (age 35),,,,,
29730,Emily Elizabeth Canady,New York (United States of America),Hayley Shadows ,,31st October 2012 (9 years ago),125 lbs. (57 kg) at 5'5'' (1.65 m),,,
29731,unknown,"Corydon, Indiana (United States of America)",Delilah Reignz,10th March 1990 (age 32),,,,,
29732,Bates Houston Ford,,Bates Ford,,,,,,
29734,unknown,Mexico,Drako Lord,24th August 1986 (age 35),,,,,
29735,unknown,"Monterrey, Nuevo León (Mexico)",Roger,,,,,,
29737,unknown,Michoacán de Ocampo (Mexico),Saru,6th November 1990 (age 31),,,,,
29738,Cedric Rougeau,"Rawdon, Quebec (Canada)",Cedric Rougeau,22nd February 1993 (age 29),,300 lbs. (136 kg) at 6'6'' (1.98 m),,,
29739,unknown,,Kevin Condron,,,195 lbs. (88 kg) at 5'11'' (1.80 m),,,
29740,unknown,"Strasbourg, Grand Est (France)",Peter Fischer,,,209 lbs. (95 kg) at 5'9'' (1.75 m),,,
29741,unknown,,Argus,,,180 lbs. (82 kg) at 5'6'' (1.68 m),,,
29744,Logan Wait,"Poway, California (United States of America)",Logan Easton LaRoux,,13th January 2010 (12 years ago),205 lbs. (93 kg) at 5'11'' (1.80 m),,,
29745,unknown,Virginia (United States of America),Hype Rockwell,,,250 lbs. (113 kg) at 6'0'' (1.83 m),,,
29746,unknown,"Tultitlán, Estado de México (Mexico)",Discordia,21st April ???,,,,,
29747,unknown,"Tlalnepantla de Baz, Estado de México (Mexico)",Babel,15th October ???,,,,,
29752,unknown,"New York City, New York (United States of America)",Debbie Kane ,,??th December 2011,,,,
29753,unknown,"San Diego, California (United States of America)",Mike Camden,,12th October 2013 (8 years ago),,,,
29755,Elizeu Zaleski dos Santos,"Francisco Beltrão, Paraná (Brazil)",Elizeu Zaleski,,8th November 2009 (12 years ago),170 lbs. (77 kg) at 5'11'' (1.80 m),,,
29756,Elizabeth Phillips,"Spokane, Washington (United States of America)",Elizabeth Phillips ,20th August 1986 (age 35),15th September 2012 (9 years ago),135 lbs. (61 kg) at 5'6'' (1.68 m),,,
29757,Francimar Barroso,"Xapuri, Acre (Brazil)",Francimar Barroso,29th February 1980 (age 42),16th May 2005 (16 years ago),205 lbs. (93 kg) at 6'1'' (1.85 m),,,
29758,unknown,,Paul Martinson,,,,,,
29761,Alva Erwin Boggs,,Alva Boggs,,,,,,
29762,Lou Dora Chrane,"Abilene, Texas (United States of America)",Blondy Chrane,23rd April 1914,,140 lbs. (64 kg) at 5'8'' (1.73 m),20th September 1994,,
29763,Orvel Hill Michael,,Red Michael,,,,,,
29764,George Bement,,George Bement,,,310 lbs. (141 kg) at 6'4'' (1.93 m),,,
29765,William Marvin Willis,"Meadville, Mississippi (United States of America)",Eddie O'Shea,20th August 1903,,,19th October 1995,,
29766,Dave Zobel,,Dave Zobel,,,,,,
29767,Everett Leary,,Everett Leary,,,,,,
29768,unknown,,Dick Conlon,1933,,,??th June 2001,,
29769,Ken'ichi Sawada,"Nagoya, Aichi (Japan)",Ken'ichi Sawada,13th December 1975 (age 46),6th October 2002 (19 years ago),120 lbs. (54 kg) at 5'3'' (1.60 m),,,
29770,Andrew Todhunter,"Claremore, Oklahoma (United States of America)",Andrew Todhunter,,16th December 2011 (10 years ago),185 lbs. (84 kg) at 6'0'' (1.83 m),,,
29771,Gina Begley,"Richmond, Kentucky (United States of America)",Gina Begley,23rd February 1981 (age 41),24th April 2015 (6 years ago),136 lbs. (62 kg) at 5'8'' (1.73 m),,,
29772,Daiji Takahashi,"Sagamihara, Kanagawa (Japan)",Daiji Takahashi,9th March 1977 (age 45),4th November 1999 (22 years ago),123 lbs. (56 kg) at 5'6'' (1.68 m),,,
29773,Ken'ichiro Togashi,"Hiroshima, Hiroshima (Japan)",Ken'ichiro Togashi,5th December 1980 (age 41),27th July 2001 (20 years ago),154 lbs. (70 kg) at 5'10'' (1.78 m),,,
29775,unknown,"Veracruz, Veracruz de Ignacio de la Llave (Mexico)",Muñeca Sarcasma ,,,,,,
29776,Sagi Levy,Holon (Israel),Kronus,1990,2011,198 lbs. (90 kg) at 5'10'' (1.78 m),,,
29777,unknown,"Ciudad de México, Ciudad de México (Mexico)",Canario,19th September 1997 (age 24),,,,,
29778,Nir Rottenberg,Haifa (Israel),Rixon Ruas,31st July 1990 (age 31),2011,,,,
29779,unknown,Mexico,Bardeus,21st November 1997 (age 24),,,,,
29780,Ehud Mininberg,Shoham (Israel),Udi M,1984,3rd November 2012 (9 years ago),176 lbs. (80 kg) at 5'9'' (1.75 m),,,
29781,Yahav Yanco,Israel,Max Havok,2nd April 1994 (age 27),2010,,,,
29782,Tetsuji Kato,Japan,Tetsuji Kato,5th December 1977 (age 44),6th April 1997 (24 years ago),154 lbs. (70 kg) at 5'7'' (1.70 m),,,
29783,Matteus Lähdesmäki,"Lahti, Päijät-Häme (Finland)",Matteus Lähdesmäki,27th April 1987 (age 34),5th April 2004 (17 years ago),145 lbs. (66 kg) at 5'8'' (1.73 m),,,
29784,Marc Duncan,"Utrecht, Utrecht (Netherlands)",Marc Duncan,21st March 1973 (age 48),4th November 2001 (20 years ago),,,,154 lbs. (70 kg)
29785,Petras Markevicius,akiai (Lithuania),Petras Markevicius,17th December 1980 (age 41),5th November 2000 (21 years ago),185 lbs. (84 kg) at 6'1'' (1.85 m),,,
29786,Ray Cooper,Hawaii (United States of America),Ray Cooper,,17th January 1997 (25 years ago),155 lbs. (70 kg) at 5'7'' (1.70 m),,,
29787,Vincent Latoel,"Deventer, Overijssel (Netherlands)",Vincent Latoel,31st March 1979 (age 42),2nd December 2001 (20 years ago),155 lbs. (70 kg) at 5'11'' (1.80 m),,,
29788,Ray Cooper III.,Hawaii (United States of America),Ray Cooper III.,7th February 1993 (age 29),14th June 2012 (9 years ago),170 lbs. (77 kg) at 5'9'' (1.75 m),,,
29789,Stephen Palling,"Honolulu, Hawaii (United States of America)",Stephen Palling,29th January 1967 (age 55),4th August 1998 (23 years ago),143 lbs. (65 kg) at 5'4'' (1.63 m),,,
29790,Ryan Bow,United States of America,Ryan Bow,3rd February 1979 (age 43),2nd February 1999 (23 years ago),154 lbs. (70 kg) at 5'5'' (1.65 m),,,
29791,Paolo Milano,"Milano, Lombardia (Italy)",Paolo Milano,27th October 1979 (age 42),22nd August 2004 (17 years ago),154 lbs. (70 kg) at 5'9'' (1.75 m),,,
29792,Giovani Diniz,"Río de Janeiro, Río de Janeiro (Brazil)",Giovani Diniz,9th October 1975 (age 46),31st January 2005 (17 years ago),155 lbs. (70 kg) at 5'9'' (1.75 m),,,
29793,Scott Henze,Indiana (United States of America),Scott Henze,,13th February 1999 (23 years ago),,,,
29794,Gustavo Falciroli,"São Paulo, São Paulo (Brazil)",Gustavo Falciroli,13th December 1982 (age 39),26th May 2007 (14 years ago),135 lbs. (61 kg) at 5'8'' (1.73 m),,,
29795,Hernani Pérpetuo,Río de Janeiro (Brazil),Hernani Pérpetuo,24th May 1985 (age 36),5th November 2005 (16 years ago),170 lbs. (77 kg) at 6'0'' (1.83 m),,,
29796,Ivan Musardo Gracco ,"Zürich, Zürich (Switzerland)",Ivan Musardo,2nd August 1980 (age 41),26th February 2004 (18 years ago),155 lbs. (70 kg) at 5'7'' (1.70 m),,,
29797,Marius Liaukevicius,Lithuania,Marius Liaukevicius,,14th March 2004 (18 years ago),,,,
29798,Jani Lax,"Gävle, Gävleborgs (Sweden)",Jani Lax,26th October 1977 (age 44),6th November 1999 (22 years ago),153 lbs. (69 kg) at 5'10'' (1.78 m),,,
29799,unknown,"Ciudad de México, Ciudad de México (Mexico)",Demonio Imperial,17th January 1995 (age 27),,,,,
29800,unknown,Mexico,El Hijo del Alebrije,9th October 1993 (age 28),,,,,
29801,unknown,Mexico,Enigma,1st December ???,,,,,
29803,unknown,"Ciudad de México, Ciudad de México (Mexico)",Perro Cibernético,12th April 1985 (age 36),,172 lbs. (78 kg) at 5'2'' (1.57 m),,,
29804,Julio Andrés Torres García,"Tampico, Tamaulipas (Mexico)",R-15,4th August ???,,,,,
29805,unknown,Puebla (Mexico),Capitán Fantasma #2,16th July ???,,,,,
29807,unknown,Puebla (Mexico),Sub Zero,3rd March 1981 (age 41),,,,,
29808,Nathan Schouteren,Netherlands,Nathan Schouteren,24th December 1980 (age 41),13th May 2000 (21 years ago),183 lbs. (83 kg) at 6'1'' (1.85 m),,,
29809,Ryan Ackerman,"Muskego, Wisconsin (United States of America)",Ryan Ackerman,3rd December 1977 (age 44),15th November 2000 (21 years ago),145 lbs. (66 kg) at 5'8'' (1.73 m),,,
29810,Sauli Heilimö,"Turku, Varsinais-Suomi (Finland)",Sauli Heilimö,20th May 1981 (age 40),12th February 1999 (23 years ago),167 lbs. (76 kg) at 5'10'' (1.78 m),,,
29811,Tadas Rimkevicius,Kaunas (Lithuania),Tadas Rimkevicius,,2nd November 2003 (18 years ago),302 lbs. (137 kg) at 6'2'' (1.88 m),,,
29812,Tommy Depret,Belgium,Tommy Depret,3rd July 1979 (age 42),21st April 2007 (14 years ago),170 lbs. (77 kg) at 5'10'' (1.78 m),,,
29813,Hans Stringer,"Zevenbergen, Noord-Brabant (Netherlands)",Hans Stringer,6th July 1987 (age 34),17th December 2005 (16 years ago),205 lbs. (93 kg) at 6'2'' (1.88 m),,,
29814,Jakob Lovstad,"Trondheim, Sør-Trøndelag (Norway)",Jakob Lovstad,,20th June 2002 (19 years ago),205 lbs. (93 kg) at 6'3'' (1.91 m),,,
29815,Joao Roque,"Luanda, Luanda (Angola)",Joao Roque,22nd July 1971 (age 50),18th October 1996 (25 years ago),145 lbs. (66 kg) at 5'6'' (1.68 m),,,
29816,Mateus Irie Nechio,São Paulo (Brazil),Mateus Irie Nechio,2nd March 1982 (age 40),24th March 2006 (15 years ago),155 lbs. (70 kg) at 5'7'' (1.70 m),,,
29817,Valdas Pocevicius,Maeikiai (Lithuania),Valdas Pocevicius,,16th December 2000 (21 years ago),205 lbs. (93 kg) at 5'11'' (1.80 m),,,
29818,Willy Ni,"Amsterdam, Noord-Holland (Netherlands)",Willy Ni,21st December 1986 (age 35),12th October 2003 (18 years ago),155 lbs. (70 kg) at 5'10'' (1.78 m),,,
29819,Alexandre Pantoja,"Arraial do Cabo, Río de Janeiro (Brazil)",Alexandre Pantoja,16th April 1990 (age 31),21st July 2007 (14 years ago),125 lbs. (57 kg) at 5'5'' (1.65 m),,,
29820,Kleber Koike Erbst,"Iwata, Shizuoka (Japan)",Kleber Koike Erbst,16th October 1989 (age 32),28th September 2008 (13 years ago),143 lbs. (65 kg) at 5'9'' (1.75 m),,,
29822,Tariel Bitsadze,Georgia,Tariel Bitsadze,,1993,332 lbs. (151 kg) at 6'7'' (2.01 m),,,
29823,Nikolai Zouev,Russia,Nikolai Zouev,,,,,,235 lbs. (107 kg)
29824,Todor Todorov,Bulgaria,Todor Todorov,,,,,,
29825,Yuuki Kondo,"Numazu, Shizuoka (Japan)",Yuuki Kondo ,28th August 1974 (age 47),22nd November 2000 (21 years ago),143 lbs. (65 kg) at 5'7'' (1.70 m),,,
29828,Takumi Murata,Tokyo (Japan),Takumi Murata,11th June 1980 (age 41),12th May 2002 (19 years ago),135 lbs. (61 kg) at 5'6'' (1.68 m),,,
29829,Larry Papadopoulos,"Sydney, New South Wales (Australia)",Larry Papadopoulos,,17th December 1994 (27 years ago),185 lbs. (84 kg) at 5'11'' (1.80 m),,,
29830,Kestutis Arbocius,Lithuania,Kestutis Arbocius,28th November 1974 (age 47),30th November 1996 (25 years ago),200 lbs. (91 kg) at 5'11'' (1.80 m),,,
29831,John Lober,"Huntington Beach, California (United States of America)",John Lober,26th February 1968 (age 54),30th March 1996 (25 years ago),182 lbs. (83 kg) at 5'11'' (1.80 m),,,
29832,Nilson de Castro,"Curitiba, Paraná (Brazil)",Nilson de Castro,11th July 1971 (age 50),29th August 1993 (28 years ago),191 lbs. (87 kg) at 6'0'' (1.83 m),,,
29835,Daniel Omielanczuk,"Sokolów Podlaski, Mazowieckie (Poland)",Daniel Omielanczuk,31st August 1982 (age 39),17th October 2009 (12 years ago),245 lbs. (111 kg) at 6'0'' (1.83 m),,,
29836,Jörgen Ingmar Kruth,"Stockholm, Stockholms (Sweden)",Jörgen Kruth,8th May 1974 (age 47),18th April 2009 (12 years ago),205 lbs. (93 kg) at 6'2'' (1.88 m),,,
29837,Joakim Engberg,"Göteborg, Västra Götalands (Sweden)",Joakim Engberg,24th March 1979 (age 42),28th February 2003 (19 years ago),155 lbs. (70 kg) at 5'10'' (1.78 m),,,
29838,Remigijus Morkevicius,Kaunas (Lithuania),Remigijus Morkevicius,10th August 1982 (age 39),28th April 2002 (19 years ago),143 lbs. (65 kg) at 5'6'' (1.68 m),,,
29839,Egidijus Valavicius,Marijampole (Lithuania),Egidijus Valavicius,23rd December 1978 (age 43),16th August 2000 (21 years ago),205 lbs. (93 kg) at 6'0'' (1.83 m),,,
29840,Erikas Petraitis,Lithuania,Erikas Petraitis,21st June 1978 (age 43),26th May 2002 (19 years ago),145 lbs. (66 kg) at 5'6'' (1.68 m),,,
29841,Min Soo Kim,Seoul (South Korea),Min Soo Kim,22nd January 1975 (age 47),2003,242 lbs. (110 kg) at 6'1'' (1.85 m),,,
29842,Tom Erikson,"Chicago Heights, Illinois (United States of America)",Tom Erikson,6th July 1964 (age 57),22nd November 1996 (25 years ago),280 lbs. (127 kg) at 6'3'' (1.91 m),,,
29843,Antonio Schembri,"Río de Janeiro, Río de Janeiro (Brazil)",Antonio Schembri,1st June 1974 (age 47),27th May 2001 (20 years ago),176 lbs. (80 kg) at 5'9'' (1.75 m),,,
29844,Luiz Azeredo,São Paulo (Brazil),Luiz Azeredo,10th June 1976 (age 45),14th May 1997 (24 years ago),159 lbs. (72 kg) at 5'10'' (1.78 m),,,
29845,Amar Suloev,Tashir (Armenia),Amar Suloev,1st July 1976 (age 45),9th April 1999 (22 years ago),185 lbs. (84 kg) at 5'9'' (1.75 m),,,
29846,Pawel Nastula,"Warszawa, Mazowieckie (Poland)",Pawel Nastula,26th June 1970 (age 51),26th June 2005 (16 years ago),240 lbs. (109 kg) at 6'1'' (1.85 m),,,
29847,Bob Schrijber,"Wormerveer, Noord-Holland (Netherlands)",Bob Schrijber,3rd March 1965 (age 57),,237 lbs. (108 kg) at 6'0'' (1.83 m),,,
29848,Ramunas Komas,Lithuania,Ramunas Komas,,31st January 2003 (19 years ago),,,,
29849,Artemij Sitenkov,Vilnius (Lithuania),Artemij Sitenkov,22nd April 1983 (age 38),14th March 2004 (18 years ago),125 lbs. (57 kg) at 5'6'' (1.68 m),,,
29851,Olaf Alfonso,"Ensenada, Baja California (Mexico)",Olaf Alfonso,,17th August 2002 (19 years ago),150 lbs. (68 kg) at 5'9'' (1.75 m),,,
29852,Juvencio Poppies Martinez,"Lemoore, California (United States of America)",Poppies Martinez,19th August 1983 (age 38),27th March 2003 (18 years ago),145 lbs. (66 kg) at 5'9'' (1.75 m),,,
29853,Rafael del Real,"Tulare, California (United States of America)",Rafael del Real,,21st May 2004 (17 years ago),225 lbs. (102 kg) at 5'11'' (1.80 m),,,
29854,Ryuichi Miki,Saitama (Japan),Ryuichi Miki,19th March 1983 (age 39),14th July 2005 (16 years ago),123 lbs. (56 kg) at 5'4'' (1.63 m),,,
29855,Hiroyuki Tanaka,Osaka (Japan),Hiroyuki Tanaka,24th January 1979 (age 43),27th October 2002 (19 years ago),123 lbs. (56 kg) at 5'8'' (1.73 m),,,
29857,Komei Okada,"Yoshikawa, Saitama (Japan)",Komei Okada,4th June 1977 (age 44),27th August 2002 (19 years ago),143 lbs. (65 kg) at 5'7'' (1.70 m),,,
29858,Masaaki Sugawara,"Hanamaki, Iwate (Japan)",Masaaki Sugawara,6th July 1979 (age 42),4th May 2005 (16 years ago),123 lbs. (56 kg) at 5'7'' (1.70 m),,,
29859,Raymond Jarman,"Amsterdam, Noord-Holland (Netherlands)",Raymond Jarman,3rd April 1981 (age 40),25th March 2006 (15 years ago),170 lbs. (77 kg) at 5'10'' (1.78 m),,,
29860,Ahmed Bayrak,Turkey,Ahmed Bayrak,20th May 1980 (age 41),17th September 2006 (15 years ago),185 lbs. (84 kg) at 5'9'' (1.75 m),,,
29861,Alex Cook,Australia,Alex Cook,25th November 1977 (age 44),1994,170 lbs. (77 kg) at 6'1'' (1.85 m),,,
29862,Assan Njie,"Göteborg, Västra Götalands (Sweden)",Assan Njie,26th January 1984 (age 38),2005,170 lbs. (77 kg) at 5'10'' (1.78 m),,,
29863,Augusto Frota,"Fortaleza, Ceará (Brazil)",Augusto Frota,4th May 1978 (age 43),12th April 2003 (18 years ago),145 lbs. (66 kg) at 5'7'' (1.70 m),,,
29864,Bastiaan Rejen,"Deventer, Overijssel (Netherlands)",Bastiaan Rejen,17th January 1976 (age 46),29th April 2006 (15 years ago),185 lbs. (84 kg) at 5'11'' (1.80 m),,,
29865,Curtis Stout,"Kansas City, Kansas (United States of America)",Curtis Stout,7th November 1973 (age 48),16th September 2000 (21 years ago),185 lbs. (84 kg) at 6'1'' (1.85 m),,,
29866,Danny van Bergen,"Amsterdam, Noord-Holland (Netherlands)",Danny van Bergen,3rd September 1987 (age 34),18th September 2004 (17 years ago),154 lbs. (70 kg) at 5'7'' (1.70 m),,,
29867,Kenta Hattori,"Kamo, Niigata (Japan)",Kenta Hattori,28th August 1988 (age 33),25th November 2012 (9 years ago),161 lbs. (73 kg) at 5'8'' (1.73 m),,,
29868,Heath Pedigo,United States of America,Heath Pedigo,,15th May 1999 (22 years ago),,,,169 lbs. (77 kg)
29869,Daniel J. Pacheco,,Dan Strikes,,,,20th May 2015,,
29870,unknown,,Walter Ross,,,,,,
29872,Niek Tromp,"Utrecht, Utrecht (Netherlands)",Niek Tromp,,11th February 2006 (16 years ago),,,,168 lbs. (76 kg)
29873,Toni Valtonen,"Helsinki, Uusimaa (Finland)",Toni Valtonen,15th December 1978 (age 43),25th January 2003 (19 years ago),220 lbs. (100 kg) at 6'0'' (1.83 m),,,
29874,Robert Jocz,"Warszawa, Mazowieckie (Poland)",Robert Jocz,1976,24th September 2005 (16 years ago),170 lbs. (77 kg) at 6'1'' (1.85 m),,,
29875,Martijn de Jong,"Deventer, Overijssel (Netherlands)",Martijn de Jong,17th July 1974 (age 47),28th May 1997 (24 years ago),183 lbs. (83 kg) at 6'0'' (1.83 m),,,
29876,Jimmy Immonen,Finland,Jimmy Immonen,,,,,,155 lbs. (70 kg)
29879,Darius Skliaudys,Lithuania,Darius Skliaudys,18th June 1981 (age 40),3rd August 2003 (18 years ago),155 lbs. (70 kg) at 5'9'' (1.75 m),,,
29880,Evert Fyeet,Netherlands,Evert Fyeet,,28th October 2000 (21 years ago),,,,
29881,Valerie Letourneau,"Montréal, Quebec (Canada)",Valerie Letourneau ,29th April 1983 (age 38),31st March 2007 (14 years ago),116 lbs. (53 kg) at 5'7'' (1.70 m),,,
29882,Yuki Shojo,"Kamakura, Kanagawa (Japan)",Yuki Shojo,12th December 1980 (age 41),24th January 2004 (18 years ago),115 lbs. (52 kg) at 5'5'' (1.65 m),,,
29883,Katsuhisa Akasaki,Fukuoka (Japan),Katsuhisa Akasaki,3rd March 1974 (age 48),28th July 1996 (25 years ago),143 lbs. (65 kg) at 5'4'' (1.63 m),,,
29884,Kotetsu Boku,Shizuoka (Japan),Kotetsu Boku,27th May 1977 (age 44),26th November 2001 (20 years ago),145 lbs. (66 kg) at 5'9'' (1.75 m),,,
29886,Masanori Suda,Japan,Masanori Suda,24th July 1973 (age 48),20th January 1996 (26 years ago),183 lbs. (83 kg) at 5'11'' (1.80 m),,,
29887,Shin'ichi Hanawa,"Yachiyo, Chiba (Japan)",Shin'ichi Hanawa,31st March 1977 (age 44),15th March 2002 (20 years ago),123 lbs. (56 kg) at 5'5'' (1.65 m),,,
29888,Shinji Sasaki,"Fukuyama, Hiroshima (Japan)",Shinji Sasaki,2nd May 1980 (age 41),13th November 2005 (16 years ago),155 lbs. (70 kg) at 5'10'' (1.78 m),,,
29889,unknown,Japan,Joji Otani,4th June 1991 (age 30),28th March 2015 (6 years ago),176 lbs. (80 kg) at 5'6'' (1.68 m),,,
29891,Maxwell Keith Gould,"Idaho Falls, Idaho (United States of America)",Max Gould,2nd April 1927,2nd August 1947 (74 years ago),,19th October 1962,,
29892,Tetsu Suzuki,"Tokyo, Tokyo (Japan)",Tetsu Suzuki,2nd November 1977 (age 44),3rd September 2003 (18 years ago),132 lbs. (60 kg) at 5'4'' (1.63 m),,,
29893,Daisuke Sugie,"Handa, Aichi (Japan)",Daisuke Sugie,12th October 1980 (age 41),18th February 2001 (21 years ago),154 lbs. (70 kg) at 5'7'' (1.70 m),,,
29894,Hiroaki Yoshioka,"Tokyo, Tokyo (Japan)",Hiroaki Yoshioka,3rd January 1974 (age 48),18th September 1998 (23 years ago),123 lbs. (56 kg) at 5'5'' (1.65 m),,,
29895,Hisao Ikeda,"Saitama, Saitama (Japan)",Hisao Ikeda,,20th January 1996 (26 years ago),132 lbs. (60 kg) at 5'6'' (1.68 m),,,
29896,Jin Kazeta,"Niigata, Niigata (Japan)",Jin Kazeta,28th January 1971 (age 51),25th January 2002 (20 years ago),154 lbs. (70 kg) at 5'8'' (1.73 m),,,
29897,Makoto Ishikawa,"Saitama, Saitama (Japan)",Makoto Ishikawa,12th October 1974 (age 47),15th January 1999 (23 years ago),143 lbs. (65 kg) at 5'8'' (1.73 m),,,
29898,Naoya Uematsu,Japan,Naoya Uematsu,10th September 1978 (age 43),20th December 1997 (24 years ago),143 lbs. (65 kg) at 5'4'' (1.63 m),,,
29899,Tony Fryklund,"Boston, Massachusetts (United States of America)",Tony Fryklund,26th March 1971 (age 50),27th July 1997 (24 years ago),155 lbs. (70 kg) at 6'0'' (1.83 m),,,
29900,Keith Hackney,"Roselle, Illinois (United States of America)",Keith Hackney,15th April 1958 (age 63),9th September 1994 (27 years ago),200 lbs. (91 kg) at 5'11'' (1.80 m),,,
29901,Dustin Ortiz,"Franklin, Tennessee (United States of America)",Dustin Ortiz,25th December 1988 (age 33),20th February 2010 (12 years ago),125 lbs. (57 kg) at 5'5'' (1.65 m),,,
29902,Anthony Hamilton,"Kent, Washington (United States of America)",Anthony Hamilton,14th April 1980 (age 41),2nd October 2010 (11 years ago),253 lbs. (115 kg) at 6'5'' (1.96 m),,,
29903,Gan McGee,"Bismarck, North Dakota (United States of America)",Gan McGee,20th November 1976 (age 45),14th August 1999 (22 years ago),260 lbs. (118 kg) at 6'10'' (2.08 m),,,
29904,Steve Nelmark,"Livonia, Michigan (United States of America)",Steve Nelmark,,17th May 1996 (25 years ago),250 lbs. (113 kg) at 6'0'' (1.83 m),,,
29905,Rory Singer,"New York City, New York (United States of America)",Rory Singer,28th May 1976 (age 45),24th November 2001 (20 years ago),185 lbs. (84 kg) at 6'2'' (1.88 m),,,
29906,Jinh Yu Frey,"Arlington, Texas (United States of America)",Jinh Yu Frey ,20th May 1985 (age 36),6th April 2013 (8 years ago),105 lbs. (48 kg) at 5'2'' (1.57 m),,,
29907,Stephanie Eggink,"Miami, Florida (United States of America)",Stephanie Eggink,12th July 1988 (age 33),25th June 2011 (10 years ago),114 lbs. (52 kg) at 5'8'' (1.73 m),,,
29908,unknown,,Pat Callahan,,,,,,
29909,Brent Matthew Wiley,,Brent Wiley,,,,14th June 2015,,
29910,unknown,"Saugus, Massachusetts (United States of America)",Andy Blacksmith,,,,20th June 2015,,
29911,Rufus Bailey,,Rocky Mingo,,,,6th February 1971,,
29912,So Tazawa,"Yamagata, Yamagata (Japan)",So Tazawa,2nd April 1982 (age 39),31st October 2003 (18 years ago),132 lbs. (60 kg) at 5'9'' (1.75 m),,,
29913,Toshimichi Akagi,"Kobe, Hyogo (Japan)",Toshimichi Akagi,15th June 1982 (age 39),16th April 2004 (17 years ago),123 lbs. (56 kg) at 5'5'' (1.65 m),,,
29915,Takeshi Sato,"Funabashi, Chiba (Japan)",Takeshi Sato,20th December 1979 (age 42),18th March 2003 (19 years ago),115 lbs. (52 kg) at 5'9'' (1.75 m),,,
29916,Kazuhiro Sakamoto,Japan,Kazuhiro Sakamoto,,18th May 1989 (32 years ago),,,,139 lbs. (63 kg)
29917,Takahiro Hosoi,"Matsudo, Chiba (Japan)",Takahiro Hosoi,3rd February 1981 (age 41),31st October 2003 (18 years ago),123 lbs. (56 kg) at 5'8'' (1.73 m),,,
29918,Jamil Silveira da Conceicao,"Fortaleza, Ceará (Brazil)",Jamil Silveira da Conceicao,2nd September 1986 (age 35),21st May 2003 (18 years ago),145 lbs. (66 kg) at 5'8'' (1.73 m),,,
29919,unknown,New York (United States of America),Heretic,,,,,,
29920,unknown,United States of America,Chris Stylz,,,,,,
29921,Kelly McGill,"Modesto, California (United States of America)",Kelly McGill ,21st May 1995 (age 26),19th June 2014 (7 years ago),138 lbs. (63 kg) at 5'9'' (1.75 m),,,
29922,Maria Hougaard Djursaa,"Odense, Syddanmark (Denmark)",Maria Hougaard Djursaa ,,4th April 2009 (12 years ago),145 lbs. (66 kg) at 5'7'' (1.70 m),,,
29923,Amber Brown,"Albuquerque, New Mexico (United States of America)",Amber Brown ,14th December 1988 (age 33),10th November 2012 (9 years ago),105 lbs. (48 kg) at 5'4'' (1.63 m),,,
29924,Maegan Goodwin,"Tahlequah, Oklahoma (United States of America)",Maegan Goodwin ,8th March 1992 (age 30),1st November 2014 (7 years ago),138 lbs. (63 kg) at 5'11'' (1.80 m),,,
29925,Andrea Lee,"Shreveport, Louisiana (United States of America)",Andrea Lee ,11th February 1989 (age 33),19th September 2014 (7 years ago),125 lbs. (57 kg) at 5'7'' (1.70 m),,,
29926,Karolina Kowalkiewicz,"Lódz, Lódzkie (Poland)",Karolina Kowalkiewicz ,15th October 1985 (age 36),18th May 2012 (9 years ago),114 lbs. (52 kg) at 5'3'' (1.60 m),,,
29927,Alida Yvette Gray,"Los Angeles, California (United States of America)",Alida Gray ,12th April 1977 (age 44),1st June 2013 (8 years ago),115 lbs. (52 kg) at 5'4'' (1.63 m),,,
29928,Rachael Ostovich-Berdon,"Honolulu, Hawaii (United States of America)",Rachael Ostovich ,25th May 1991 (age 30),25th January 2014 (8 years ago),125 lbs. (57 kg) at 5'3'' (1.60 m),,,
29929,Evva Johnson,"Somerset, Kentucky (United States of America)",Evva Johnson ,16th January 1985 (age 37),20th September 2014 (7 years ago),125 lbs. (57 kg) at 5'6'' (1.68 m),,,
29930,Joe Charles,"Culver City, California (United States of America)",Joe Charles,16th July 1958 (age 63),16th December 1994 (27 years ago),260 lbs. (118 kg) at 6'1'' (1.85 m),,,
